,Wi-iPSC-1,Wi-iPSC-2,Wi-iPSC-3,H11-iPSC-1,H11-iPSC-2,H11-iPSC-3
ENSG00000205866,0,0,0,0,0,0
ENSG00000205865,0,0,0,0,0,0
ENSG00000227306,0,0,0,0,0,0
ENSG00000205864,0,0,0,0,0,0
ENSG00000244242,1,4,9,13,5,2
ENSG00000250644,6,8,8,11,5,2
ENSG00000117984,2384,2955,1548,2806,3342,2548
ENSG00000235027,8,0,12,4,9,9
ENSG00000229512,3,0,2,3,7,3
ENSG00000230834,0,0,0,0,1,0
ENSG00000230980,2,1,2,1,1,0
ENSG00000230080,1,0,0,0,0,0
ENSG00000149043,0,0,1,1,1,0
ENSG00000130598,2,1,0,0,1,1
ENSG00000130592,2,0,0,1,2,3
ENSG00000264493,0,0,0,0,0,0
ENSG00000249086,0,0,0,0,0,0
ENSG00000229671,0,0,0,0,0,0
ENSG00000130595,0,0,5,3,1,0
ENSG00000214026,515,509,265,463,528,349
ENSG00000226416,0,0,10,7,1,1
ENSG00000232987,0,0,3,0,0,0
ENSG00000130600,57,30,12,9,4,5
ENSG00000275266,0,0,0,0,0,0
ENSG00000274866,0,0,0,0,0,0
ENSG00000167244,148,99,109,177,171,52
ENSG00000240801,0,0,0,0,0,0
ENSG00000129965,0,0,0,0,0,0
ENSG00000207805,0,0,0,0,0,0
ENSG00000099869,1,0,1,1,1,1
ENSG00000254647,0,0,0,0,0,0
ENSG00000180176,0,1,0,4,2,2
ENSG00000265258,0,0,0,0,0,0
ENSG00000183734,5,12,6,6,10,4
ENSG00000110665,0,1,4,0,0,2
ENSG00000064201,8,3,9,20,5,3
ENSG00000207308,0,0,0,0,0,0
ENSG00000238184,13,11,13,8,9,5
ENSG00000236264,3,12,2,10,9,4
ENSG00000199550,0,2,1,2,0,0
ENSG00000110651,5307,5446,4055,6077,7462,5730
ENSG00000184281,804,656,412,687,763,738
ENSG00000070985,0,0,0,1,0,0
ENSG00000230483,0,0,0,0,0,0
ENSG00000053918,180,146,95,138,94,81
ENSG00000269821,30,33,77,88,81,37
ENSG00000275666,0,0,0,0,0,0
ENSG00000276105,0,0,0,0,0,0
ENSG00000276494,0,0,0,0,0,0
ENSG00000276015,0,0,0,0,0,0
ENSG00000236041,0,0,0,0,0,0
ENSG00000229414,3,1,0,0,0,1
ENSG00000237941,0,1,0,0,0,0
ENSG00000274740,0,0,0,0,0,0
ENSG00000129757,873,610,246,351,302,263
ENSG00000254827,0,5,4,2,4,1
ENSG00000110628,235,221,144,201,160,48
ENSG00000181649,105,128,118,177,248,121
ENSG00000205531,5300,3758,3362,4374,4821,4900
ENSG00000207008,0,0,0,1,0,2
ENSG00000183562,8,0,3,3,4,5
ENSG00000110619,3701,2515,2361,3463,3636,3319
ENSG00000247473,1,4,1,0,0,1
ENSG00000201616,0,2,0,0,0,0
ENSG00000236710,0,1,1,0,1,0
ENSG00000021762,328,222,228,315,283,242
ENSG00000234791,7,4,3,7,2,1
ENSG00000182170,0,0,1,2,0,1
ENSG00000236301,2,0,5,7,6,1
ENSG00000224513,0,0,0,0,0,1
ENSG00000184350,0,0,0,0,0,0
ENSG00000236987,0,0,0,0,0,0
ENSG00000276951,0,0,0,0,0,0
ENSG00000232390,0,0,0,0,0,0
ENSG00000273813,0,0,0,0,0,0
ENSG00000254592,0,0,0,0,0,0
ENSG00000005801,1728,1179,1380,1249,1302,1088
ENSG00000223756,1686,787,2528,2236,1624,2186
ENSG00000189398,35,24,123,98,54,49
ENSG00000166492,338,258,563,607,553,574
ENSG00000255367,16,13,24,9,19,17
ENSG00000254757,0,0,5,1,2,1
ENSG00000255522,0,0,0,1,0,0
ENSG00000237226,0,0,0,0,0,0
ENSG00000223688,0,0,0,3,0,0
ENSG00000230851,0,0,0,0,0,0
ENSG00000238161,0,0,1,0,0,0
ENSG00000182048,1,1,1,2,0,0
ENSG00000167311,150,163,138,187,210,145
ENSG00000129744,0,0,2,0,0,0
ENSG00000201279,0,0,0,0,0,0
ENSG00000200201,0,0,0,0,0,0
ENSG00000129749,6,9,2,21,7,11
ENSG00000110713,3363,1409,2291,2856,2371,3115
ENSG00000251934,0,0,0,0,0,1
ENSG00000238304,0,0,0,0,0,0
ENSG00000148985,938,1052,605,1005,1344,1077
ENSG00000177105,630,619,420,558,865,754
ENSG00000228661,10,1,3,12,3,3
ENSG00000167323,582,394,379,569,488,542
ENSG00000229368,11,3,4,13,0,13
ENSG00000230593,11,11,14,18,15,4
ENSG00000206976,0,0,0,0,0,0
ENSG00000255232,0,0,0,0,0,0
ENSG00000255141,0,0,0,0,0,0
ENSG00000224555,0,0,0,0,0,0
ENSG00000240385,0,0,0,0,0,0
ENSG00000167325,4718,2133,2881,3038,2850,3173
ENSG00000255276,0,1,0,0,0,0
ENSG00000231548,0,0,0,0,0,0
ENSG00000254480,0,2,5,2,2,2
ENSG00000255387,0,0,0,1,0,0
ENSG00000237565,0,0,0,0,0,0
ENSG00000255194,0,0,0,0,0,0
ENSG00000236175,0,0,0,0,0,0
ENSG00000186223,0,0,0,0,0,0
ENSG00000186232,0,0,0,0,0,0
ENSG00000229542,0,0,0,0,0,0
ENSG00000221996,0,0,0,0,0,0
ENSG00000175800,0,0,0,0,1,1
ENSG00000132109,285,216,185,226,304,295
ENSG00000237272,0,0,0,0,0,0
ENSG00000171999,0,0,0,0,0,0
ENSG00000181963,0,0,0,0,0,0
ENSG00000225101,2,0,0,2,0,1
ENSG00000196778,0,0,0,0,0,0
ENSG00000226616,0,0,0,0,0,0
ENSG00000197790,0,0,0,0,0,0
ENSG00000171987,0,0,0,0,0,0
ENSG00000226288,0,0,0,0,0,0
ENSG00000232268,0,0,0,0,0,0
ENSG00000167333,237,162,149,197,159,131
ENSG00000197428,0,0,0,0,0,0
ENSG00000180785,0,0,0,0,0,0
ENSG00000180723,0,0,0,0,0,0
ENSG00000167332,0,0,1,0,0,0
ENSG00000197674,0,0,0,0,0,0
ENSG00000167346,0,0,0,0,0,0
ENSG00000272634,0,0,0,0,0,0
ENSG00000272664,0,0,0,0,0,0
ENSG00000271602,0,0,0,0,1,0
ENSG00000272559,0,0,0,0,0,0
ENSG00000273051,0,0,0,0,0,0
ENSG00000201980,0,0,0,0,0,0
ENSG00000280021,0,0,0,0,0,0
ENSG00000176951,0,0,0,0,0,0
ENSG00000231070,0,0,0,0,0,0
ENSG00000279270,0,0,0,0,0,0
ENSG00000176925,0,0,0,0,0,0
ENSG00000197984,0,0,0,0,0,0
ENSG00000176922,0,0,0,0,0,0
ENSG00000176904,0,0,0,0,0,0
ENSG00000198217,0,0,0,0,0,0
ENSG00000176900,0,0,0,0,0,0
ENSG00000197023,0,0,0,0,0,0
ENSG00000176895,0,0,0,0,0,0
ENSG00000176893,0,0,0,0,0,0
ENSG00000278870,0,0,0,0,0,0
ENSG00000227023,0,0,0,0,0,0
ENSG00000205497,0,0,0,0,0,0
ENSG00000205496,0,0,0,0,0,0
ENSG00000225003,0,0,0,0,0,0
ENSG00000176798,0,0,0,0,0,0
ENSG00000224300,0,0,0,0,0,0
ENSG00000230261,0,0,0,0,0,0
ENSG00000205495,0,0,0,0,0,0
ENSG00000176787,0,0,0,0,0,0
ENSG00000236621,0,0,0,0,0,0
ENSG00000273085,0,0,0,0,0,0
ENSG00000237354,0,0,0,0,0,0
ENSG00000226157,0,0,0,0,0,0
ENSG00000203560,0,0,0,0,0,0
ENSG00000236897,0,0,0,0,0,0
ENSG00000205494,0,1,2,1,0,0
ENSG00000171944,0,0,0,2,0,0
ENSG00000182070,14,37,130,82,225,218
ENSG00000176752,0,0,0,0,0,0
ENSG00000176748,0,0,0,0,0,0
ENSG00000176742,0,0,0,0,0,0
ENSG00000224091,0,0,0,0,0,0
ENSG00000221031,0,0,0,0,0,0
ENSG00000244734,72,406,86,178,295,164
ENSG00000223609,0,0,0,0,0,0
ENSG00000229988,0,0,0,0,0,0
ENSG00000260629,0,0,0,0,0,0
ENSG00000213934,0,0,0,0,0,0
ENSG00000196565,0,1,1,2,0,3
ENSG00000279824,0,0,0,0,0,0
ENSG00000279346,0,0,0,0,0,0
ENSG00000213931,29,5,13,0,1,4
ENSG00000229093,0,0,0,0,0,0
ENSG00000183251,0,0,0,0,0,0
ENSG00000167355,0,2,0,1,0,1
ENSG00000223735,0,0,0,0,0,0
ENSG00000279012,0,0,0,0,0,0
ENSG00000236359,0,0,0,0,0,0
ENSG00000242180,0,0,0,0,0,0
ENSG00000176239,0,0,0,0,0,0
ENSG00000230087,0,0,0,0,0,0
ENSG00000236248,0,0,0,0,0,0
ENSG00000184698,0,0,0,0,0,0
ENSG00000184321,0,0,0,0,0,0
ENSG00000167360,0,0,0,0,0,0
ENSG00000248424,0,0,0,0,0,0
ENSG00000167359,0,0,0,0,0,0
ENSG00000187918,0,0,0,0,0,0
ENSG00000230484,0,0,0,0,0,0
ENSG00000181609,0,0,0,0,0,0
ENSG00000175520,0,0,0,0,0,0
ENSG00000175518,1,0,0,0,0,2
ENSG00000224295,2,0,2,0,0,0
ENSG00000249633,0,0,0,0,0,0
ENSG00000181616,0,0,0,0,0,0
ENSG00000248553,0,0,0,0,0,0
ENSG00000231049,0,0,0,1,0,0
ENSG00000233646,0,0,0,0,0,0
ENSG00000229534,0,0,2,0,2,0
ENSG00000239920,0,0,0,0,0,0
ENSG00000187747,0,0,0,0,0,0
ENSG00000121236,268,224,333,255,314,362
ENSG00000258588,0,0,0,0,0,0
ENSG00000258659,4,4,2,4,1,0
ENSG00000132256,796,512,894,898,1021,1033
ENSG00000132274,804,397,2053,1446,1363,1558
ENSG00000232381,0,0,0,0,0,0
ENSG00000181109,0,0,0,1,0,0
ENSG00000181023,0,0,1,0,0,0
ENSG00000181074,1,3,0,1,3,0
ENSG00000181017,0,0,0,0,0,0
ENSG00000181009,0,0,0,0,0,0
ENSG00000181001,0,0,0,0,0,0
ENSG00000236965,0,0,0,0,0,0
ENSG00000180988,5,3,1,0,4,1
ENSG00000205409,0,0,0,0,0,0
ENSG00000183269,0,0,0,0,0,0
ENSG00000233563,0,0,0,0,0,0
ENSG00000180974,0,0,0,0,0,0
ENSG00000277932,0,0,0,0,0,0
ENSG00000277514,0,0,0,0,0,0
ENSG00000255257,1,0,0,0,0,0
ENSG00000184478,0,0,0,0,0,0
ENSG00000188691,0,1,0,0,0,0
ENSG00000183313,0,0,0,0,0,0
ENSG00000254831,0,0,0,0,0,0
ENSG00000183389,0,0,0,0,0,0
ENSG00000180934,0,0,0,0,0,0
ENSG00000255481,0,0,0,0,0,0
ENSG00000262980,0,0,0,0,0,0
ENSG00000234895,0,0,0,0,0,0
ENSG00000180919,1,0,1,1,2,0
ENSG00000254444,2,0,0,3,0,0
ENSG00000180913,0,0,0,0,0,0
ENSG00000180909,0,0,0,0,0,0
ENSG00000255307,0,0,0,0,0,1
ENSG00000175485,0,0,1,0,0,0
ENSG00000267940,2,5,17,9,8,11
ENSG00000180878,2,2,0,3,1,2
ENSG00000051009,551,280,414,463,434,439
ENSG00000132259,7,3,9,3,2,4
ENSG00000110148,359,339,201,402,314,291
ENSG00000270435,0,0,0,0,0,0
ENSG00000170955,982,1163,595,973,940,946
ENSG00000282556,1,0,5,1,4,3
ENSG00000254443,0,0,0,0,0,0
ENSG00000166311,102,54,56,73,48,66
ENSG00000166313,1187,746,621,978,997,1050
ENSG00000110169,4,0,5,9,1,1
ENSG00000110171,214,156,317,295,267,259
ENSG00000132254,1093,1065,827,1317,1616,1298
ENSG00000132286,811,831,537,834,917,771
ENSG00000254595,5,6,12,6,3,2
ENSG00000179532,101,74,164,200,85,75
ENSG00000132275,300,259,270,305,310,394
ENSG00000254400,0,0,0,0,0,0
ENSG00000166333,539,213,332,397,360,487
ENSG00000166337,2340,2586,1330,2182,2742,1773
ENSG00000254641,0,0,0,0,0,0
ENSG00000166340,1972,1075,1115,1419,1114,945
ENSG00000255680,0,0,0,1,0,0
ENSG00000166341,1000,363,689,871,519,820
ENSG00000255390,0,0,0,0,0,0
ENSG00000255410,2,0,1,0,0,0
ENSG00000158042,1169,1178,785,991,1236,1073
ENSG00000241678,0,0,0,0,0,0
ENSG00000254838,5,5,2,5,5,5
ENSG00000254781,6,2,3,1,3,0
ENSG00000188124,3,0,0,0,1,4
ENSG00000279486,0,0,0,0,0,0
ENSG00000184933,0,0,0,0,0,0
ENSG00000283415,5,1,1,3,4,3
ENSG00000254712,0,0,0,0,0,0
ENSG00000166363,0,0,0,0,0,0
ENSG00000170790,0,0,1,1,0,0
ENSG00000170782,0,0,0,0,0,1
ENSG00000166368,0,0,0,0,0,0
ENSG00000178358,0,0,0,0,0,0
ENSG00000149054,325,217,264,293,242,288
ENSG00000149050,37,15,25,30,25,36
ENSG00000158077,4,0,1,4,1,1
ENSG00000170748,0,1,0,0,0,3
ENSG00000255179,0,0,0,0,0,0
ENSG00000221703,0,0,0,0,0,0
ENSG00000170743,89,48,43,93,59,100
ENSG00000251364,24,12,15,24,15,8
ENSG00000183801,4,1,3,21,10,14
ENSG00000166387,232,145,139,169,141,204
ENSG00000254864,0,0,0,0,0,0
ENSG00000166394,1095,1034,610,878,1041,790
ENSG00000183378,3,2,6,10,9,15
ENSG00000275612,0,2,2,1,3,1
ENSG00000276668,0,0,4,7,3,5
ENSG00000271758,0,0,0,0,0,0
ENSG00000254707,0,0,0,0,0,0
ENSG00000176716,0,0,1,0,0,0
ENSG00000227892,0,0,0,0,0,0
ENSG00000254951,1,1,24,15,14,24
ENSG00000166408,0,0,0,0,0,0
ENSG00000241008,0,0,0,0,1,0
ENSG00000183303,0,0,0,0,0,0
ENSG00000182334,0,0,0,0,0,1
ENSG00000170688,0,1,7,1,1,1
ENSG00000252769,0,0,1,0,2,1
ENSG00000279000,0,0,1,1,0,3
ENSG00000170683,0,1,2,0,8,4
ENSG00000182261,0,0,5,5,6,9
ENSG00000175390,7395,6334,5039,6570,8183,6320
ENSG00000254642,0,0,0,0,0,0
ENSG00000255420,1,0,0,0,0,0
ENSG00000166402,946,564,935,954,815,892
ENSG00000254921,1,0,0,0,0,0
ENSG00000248332,0,0,0,0,0,0
ENSG00000279391,0,0,1,0,0,0
ENSG00000166405,155,108,186,227,149,115
ENSG00000246820,0,0,0,0,0,0
ENSG00000166407,88,15,3,9,10,1
ENSG00000130413,380,240,190,322,252,212
ENSG00000252778,0,0,0,0,0,0
ENSG00000166436,94,65,129,139,68,58
ENSG00000254900,1,0,2,2,0,0
ENSG00000166441,23998,20539,14070,14882,18258,13536
ENSG00000200983,0,0,0,0,0,0
ENSG00000212607,2,6,3,4,13,0
ENSG00000166444,1013,389,402,714,440,632
ENSG00000254665,0,0,0,0,0,0
ENSG00000255159,0,0,0,0,0,0
ENSG00000202276,0,0,0,0,0,0
ENSG00000166452,561,616,259,505,504,340
ENSG00000176029,2,6,4,3,2,7
ENSG00000176009,0,0,0,0,0,0
ENSG00000223080,0,0,0,0,0,0
ENSG00000175348,379,294,211,370,379,244
ENSG00000254860,37,14,32,32,10,7
ENSG00000175352,311,270,240,247,322,228
ENSG00000253973,17,2,11,8,1,3
ENSG00000175356,34,15,15,9,9,11
ENSG00000264984,0,0,0,0,0,0
ENSG00000213538,0,0,0,2,0,0
ENSG00000184014,2388,1178,1687,2081,1658,1943
ENSG00000255097,0,1,0,0,0,0
ENSG00000273725,0,0,0,0,0,0
ENSG00000166471,987,810,766,1113,1064,961
ENSG00000254884,0,0,2,0,2,3
ENSG00000205339,9232,4404,7642,7442,5869,6899
ENSG00000201998,3,0,6,3,0,1
ENSG00000254397,0,0,5,4,0,0
ENSG00000268403,15,17,23,33,18,15
ENSG00000166478,596,458,406,601,651,646
ENSG00000166483,2982,1575,2609,2818,3253,2792
ENSG00000238387,0,0,0,0,0,0
ENSG00000243964,8,5,1,5,15,0
ENSG00000255463,0,0,0,0,0,0
ENSG00000239470,2,2,2,2,3,0
ENSG00000133789,2942,1398,1555,1808,1851,2076
ENSG00000201564,0,0,0,0,0,0
ENSG00000245522,7,5,12,17,37,24
ENSG00000246273,33,30,23,28,36,17
ENSG00000133812,1315,559,887,973,723,1054
ENSG00000255476,0,0,0,0,0,0
ENSG00000252568,0,0,0,0,0,0
ENSG00000254765,0,0,0,0,0,0
ENSG00000254865,0,0,0,0,0,0
ENSG00000254719,1,0,1,2,4,1
ENSG00000254554,2,4,2,4,0,1
ENSG00000148926,1592,1644,733,1700,2490,2007
ENSG00000133805,127,86,110,91,90,72
ENSG00000221574,0,0,0,0,0,0
ENSG00000255823,6,5,7,9,0,4
ENSG00000110315,1340,867,874,947,1011,729
ENSG00000177112,1,3,0,2,0,0
ENSG00000133800,0,2,0,0,0,1
ENSG00000072952,220,95,108,128,84,75
ENSG00000206858,0,0,0,0,0,0
ENSG00000198730,2140,1147,1253,1468,1403,1780
ENSG00000255125,0,0,0,2,1,0
ENSG00000110321,28307,14197,17790,22708,23085,25809
ENSG00000238622,0,0,0,0,0,0
ENSG00000246308,6,2,4,7,1,4
ENSG00000236287,1464,851,1069,1226,1237,1231
ENSG00000247271,71,48,40,40,46,41
ENSG00000250041,0,0,0,0,0,0
ENSG00000254401,0,0,0,0,4,1
ENSG00000254957,0,0,0,0,0,0
ENSG00000270897,0,0,0,0,0,0
ENSG00000255123,0,0,0,0,0,0
ENSG00000255260,0,0,0,0,0,0
ENSG00000110328,309,149,157,261,243,186
ENSG00000254598,15,10,13,20,18,22
ENSG00000255351,0,0,0,0,0,0
ENSG00000255462,0,0,0,0,0,0
ENSG00000266645,0,0,0,0,0,0
ENSG00000280288,0,0,0,0,0,0
ENSG00000255309,0,0,0,0,0,0
ENSG00000278529,0,0,0,0,0,0
ENSG00000170242,1186,544,840,702,602,827
ENSG00000255492,0,0,0,0,0,0
ENSG00000050165,796,619,500,817,708,615
ENSG00000254486,0,0,0,0,0,0
ENSG00000254991,0,0,0,0,0,0
ENSG00000255400,0,0,0,0,0,0
ENSG00000133816,267,100,55,147,101,89
ENSG00000275373,0,0,0,0,0,0
ENSG00000254680,0,0,0,0,0,0
ENSG00000133808,13,1,2,6,1,0
ENSG00000254983,0,0,0,0,0,0
ENSG00000197702,407,267,391,547,644,679
ENSG00000254847,0,0,0,0,0,0
ENSG00000187079,1589,844,1536,2384,1885,2288
ENSG00000254688,0,0,0,0,1,0
ENSG00000255067,0,0,0,0,1,0
ENSG00000252329,0,0,0,0,0,0
ENSG00000203258,0,1,0,0,2,0
ENSG00000251381,0,1,10,2,0,1
ENSG00000254670,2,2,14,5,4,6
ENSG00000189431,62,47,57,55,60,72
ENSG00000255558,0,0,0,0,0,0
ENSG00000255018,0,0,0,0,0,0
ENSG00000133794,166,152,185,190,205,218
ENSG00000222162,0,0,0,0,0,0
ENSG00000148925,757,481,515,584,638,641
ENSG00000254583,0,0,0,0,0,0
ENSG00000255401,0,0,0,0,0,0
ENSG00000152266,0,0,0,0,0,0
ENSG00000228901,0,0,0,0,0,0
ENSG00000197601,1824,1049,1583,1639,1461,1754
ENSG00000254791,1,0,0,5,2,0
ENSG00000240454,0,0,0,0,0,0
ENSG00000200685,0,0,0,0,0,0
ENSG00000255075,0,0,0,0,0,0
ENSG00000255088,0,0,0,0,0,0
ENSG00000255411,0,0,0,0,0,0
ENSG00000254927,0,0,0,0,0,0
ENSG00000254930,0,0,0,0,0,0
ENSG00000254438,0,0,0,0,0,0
ENSG00000262655,374,208,212,340,201,130
ENSG00000254418,1,1,7,2,1,8
ENSG00000133818,5561,4446,3928,4354,5019,4343
ENSG00000255074,0,0,0,0,1,1
ENSG00000129083,2988,1703,2447,2299,2492,2538
ENSG00000251991,0,0,1,1,0,0
ENSG00000256206,2,1,0,0,0,0
ENSG00000129084,2317,1705,1594,1748,1943,1625
ENSG00000152270,360,175,254,362,239,393
ENSG00000255040,0,0,0,0,0,0
ENSG00000186104,223,240,247,248,285,212
ENSG00000175868,139,128,45,105,95,72
ENSG00000253179,0,0,0,0,0,0
ENSG00000110680,20,8,7,8,13,6
ENSG00000250640,0,0,0,0,0,0
ENSG00000188487,10,20,7,11,19,7
ENSG00000253072,0,0,0,0,0,0
ENSG00000254946,4,4,29,34,37,39
ENSG00000254789,0,0,3,1,0,1
ENSG00000254695,3,2,6,5,9,0
ENSG00000254645,0,0,0,1,0,0
ENSG00000254661,0,0,0,0,0,0
ENSG00000110693,7,6,9,37,7,7
ENSG00000254878,0,0,0,0,0,0
ENSG00000213785,0,0,0,0,2,0
ENSG00000241943,0,0,0,0,0,0
ENSG00000110696,6232,3693,3895,4274,4733,4848
ENSG00000166689,453,216,185,389,268,299
ENSG00000199883,0,0,0,1,0,0
ENSG00000244398,237,388,149,171,266,153
ENSG00000184669,55,47,11,37,53,38
ENSG00000110700,12411,11337,7542,7508,10974,7694
ENSG00000272034,7,4,9,9,6,6
ENSG00000201403,0,0,0,0,0,0
ENSG00000011405,3107,1301,2312,2218,1855,2897
ENSG00000201586,0,0,0,0,1,0
ENSG00000240808,0,0,0,0,1,2
ENSG00000213779,0,0,0,0,1,1
ENSG00000070081,538,494,368,449,459,430
ENSG00000197149,12,12,9,10,18,5
ENSG00000188211,31,20,64,53,27,25
ENSG00000260196,9,28,20,25,41,14
ENSG00000187486,127,124,188,194,185,137
ENSG00000006071,54,24,40,26,14,7
ENSG00000255035,0,0,0,0,0,0
ENSG00000006611,30,38,44,38,36,19
ENSG00000188162,24,39,15,51,31,14
ENSG00000254586,0,0,0,0,0,0
ENSG00000255335,0,0,0,0,0,0
ENSG00000129152,1,0,2,0,0,0
ENSG00000129159,16,5,6,14,7,17
ENSG00000129158,274,341,212,371,476,312
ENSG00000255448,0,0,0,0,0,0
ENSG00000129167,1,10,2,5,1,8
ENSG00000166788,1039,856,718,917,1095,1043
ENSG00000255254,0,0,0,0,0,0
ENSG00000166787,0,0,0,0,0,0
ENSG00000179826,0,0,0,0,0,0
ENSG00000255470,0,0,0,0,0,0
ENSG00000254857,0,0,0,0,0,0
ENSG00000179817,0,0,0,0,0,0
ENSG00000255138,0,0,0,0,0,0
ENSG00000254546,0,0,0,0,1,0
ENSG00000189332,0,0,0,0,0,0
ENSG00000148965,0,0,0,0,0,0
ENSG00000255071,0,0,0,0,0,0
ENSG00000134339,0,0,0,1,0,0
ENSG00000212789,3,3,3,1,7,5
ENSG00000173432,5,1,1,3,9,1
ENSG00000110756,740,358,479,498,460,559
ENSG00000110768,824,468,484,553,566,637
ENSG00000264603,0,0,0,0,0,0
ENSG00000134333,29289,10795,10921,9282,11822,11216
ENSG00000256006,1,1,2,3,4,3
ENSG00000166796,1,5,1,0,0,0
ENSG00000256734,0,0,0,0,0,0
ENSG00000166800,0,2,0,1,1,5
ENSG00000074319,1303,1100,888,992,1146,1005
ENSG00000256464,0,0,1,0,1,5
ENSG00000256588,0,0,1,0,0,0
ENSG00000256361,1,0,0,0,1,0
ENSG00000151116,189,136,179,161,175,126
ENSG00000274589,0,0,0,0,0,0
ENSG00000247595,9,23,16,25,12,14
ENSG00000256282,0,0,6,4,3,0
ENSG00000279837,1,0,2,0,0,1
ENSG00000179119,623,298,437,435,406,458
ENSG00000257043,5,3,7,2,7,2
ENSG00000151117,112,82,32,65,79,51
ENSG00000179057,7,6,10,11,7,8
ENSG00000254966,8,8,4,9,9,2
ENSG00000110786,337,345,205,308,225,129
ENSG00000276789,0,0,0,0,0,0
ENSG00000254529,0,0,0,0,0,0
ENSG00000255511,0,0,0,0,0,0
ENSG00000254541,0,0,0,0,0,0
ENSG00000255536,0,0,0,0,0,0
ENSG00000170255,0,0,0,0,0,0
ENSG00000255244,0,0,0,0,0,0
ENSG00000254738,0,0,0,0,0,0
ENSG00000254720,0,0,0,0,0,0
ENSG00000255424,0,0,0,0,0,0
ENSG00000183695,0,0,0,0,0,0
ENSG00000177054,751,526,539,656,656,523
ENSG00000129170,0,0,0,0,0,1
ENSG00000255308,2,0,0,0,0,2
ENSG00000129173,407,221,230,200,233,208
ENSG00000254544,0,0,0,0,0,0
ENSG00000255160,0,0,0,0,0,0
ENSG00000166833,2292,859,1126,1430,1161,1639
ENSG00000255270,0,0,0,0,0,0
ENSG00000255043,0,0,0,0,0,0
ENSG00000254622,0,0,0,0,0,0
ENSG00000265210,0,0,0,0,0,0
ENSG00000207407,0,0,0,0,0,0
ENSG00000270607,8,5,1,5,12,2
ENSG00000264309,0,0,0,0,0,0
ENSG00000254542,0,0,0,0,0,0
ENSG00000254453,1,1,0,2,4,0
ENSG00000254894,0,0,0,0,0,0
ENSG00000279266,0,0,0,0,1,2
ENSG00000109851,5,6,5,2,3,4
ENSG00000109854,861,952,427,762,826,660
ENSG00000185238,976,567,750,750,701,816
ENSG00000255291,0,0,1,0,0,0
ENSG00000165970,1,0,0,1,0,0
ENSG00000165973,12,10,5,1,4,4
ENSG00000254906,0,0,0,0,0,0
ENSG00000254816,0,0,0,0,0,0
ENSG00000255167,0,0,0,0,0,0
ENSG00000225477,0,0,0,0,0,0
ENSG00000254820,0,0,0,0,0,0
ENSG00000171714,272,187,302,320,278,271
ENSG00000255372,0,0,0,0,0,0
ENSG00000254768,0,0,4,2,1,4
ENSG00000091664,7,23,18,31,40,27
ENSG00000254540,0,0,0,0,0,0
ENSG00000255323,0,0,0,0,0,0
ENSG00000255357,0,0,0,0,0,0
ENSG00000183161,1047,1430,756,1097,1315,947
ENSG00000148935,5,11,2,5,9,3
ENSG00000198168,305,295,221,299,289,236
ENSG00000246225,0,0,0,1,0,0
ENSG00000255359,0,0,0,0,0,0
ENSG00000255418,1,0,0,0,0,0
ENSG00000271491,0,0,0,0,0,0
ENSG00000255293,0,0,0,0,1,1
ENSG00000275868,0,0,0,0,0,0
ENSG00000254564,0,0,0,0,0,0
ENSG00000254465,0,0,0,0,0,0
ENSG00000240881,0,0,0,0,0,0
ENSG00000255193,0,0,0,0,0,0
ENSG00000254861,0,0,0,0,0,0
ENSG00000252519,0,0,0,0,0,0
ENSG00000277803,0,0,0,0,0,0
ENSG00000254594,0,0,0,0,0,0
ENSG00000207252,0,0,0,0,0,0
ENSG00000187398,37,30,19,91,45,40
ENSG00000255489,0,0,0,0,0,0
ENSG00000255368,0,0,0,0,0,0
ENSG00000240298,1,0,0,1,0,0
ENSG00000255454,0,0,0,0,0,0
ENSG00000254456,0,0,0,0,0,0
ENSG00000254754,0,0,0,0,0,0
ENSG00000255086,0,0,0,0,0,0
ENSG00000255243,0,0,0,0,0,0
ENSG00000254819,0,0,0,0,0,0
ENSG00000134343,6,3,0,5,1,0
ENSG00000255505,0,0,0,0,0,0
ENSG00000169550,0,0,0,2,1,0
ENSG00000148942,58,44,44,68,49,35
ENSG00000176971,18,28,6,16,20,17
ENSG00000129151,0,0,1,1,0,0
ENSG00000254560,33,23,18,43,33,25
ENSG00000109881,586,668,564,508,740,543
ENSG00000205213,5239,1602,2432,3142,2062,1975
ENSG00000254862,0,0,2,2,1,1
ENSG00000242527,0,0,0,0,1,0
ENSG00000148943,802,938,653,727,985,703
ENSG00000245573,27,26,15,14,19,9
ENSG00000278483,0,0,0,0,0,0
ENSG00000240036,3,10,5,4,13,4
ENSG00000254934,2741,2226,3602,2949,2862,2248
ENSG00000176697,262,127,297,318,533,352
ENSG00000255496,0,0,0,0,0,0
ENSG00000177447,0,1,0,0,0,1
ENSG00000224411,27,26,17,17,32,25
ENSG00000255094,0,0,0,0,0,0
ENSG00000121621,641,356,416,440,426,506
ENSG00000207874,0,0,0,0,0,0
ENSG00000169519,469,334,399,445,452,367
ENSG00000271332,0,0,0,1,1,0
ENSG00000222385,0,0,0,0,0,0
ENSG00000238149,0,0,0,0,0,0
ENSG00000273912,0,0,0,0,0,0
ENSG00000254606,0,0,0,0,0,0
ENSG00000248990,0,0,0,0,0,0
ENSG00000249867,0,0,0,0,0,1
ENSG00000272882,0,0,0,0,0,0
