"Geneid","SK7A-1","SK7A-2","SK7A-3","SK8A-1","SK8A-2","SK8A-3","Wi-1","Wi-2","Wi-3"
"ENSG00000280212",0,0,0,0,0,0,0,0,0
"ENSG00000266957",16,19,10,12,15,6,12,12,14
"ENSG00000267724",165,228,176,177,67,133,221,169,91
"ENSG00000267800",12,14,42,1,31,12,30,22,5
"ENSG00000167220",206,200,184,152,128,163,154,150,118
"ENSG00000267228",0,0,0,0,0,0,0,0,0
"ENSG00000134049",291,267,231,291,130,174,262,200,166
"ENSG00000201825",0,0,0,0,0,0,0,0,0
"ENSG00000215474",4,4,6,11,7,11,15,13,10
"ENSG00000177426",2631,2332,2332,2121,2485,2173,2743,3117,1456
"ENSG00000141384",662,354,387,338,352,393,501,324,328
"ENSG00000141682",1670,1394,2578,1594,1921,1696,2741,2712,1768
"ENSG00000175065",0,0,0,0,0,0,0,0,0
"ENSG00000207240",0,0,0,0,0,0,0,0,0
"ENSG00000134757",2,0,10,0,8,6,0,35,3
"ENSG00000266521",0,2,0,0,0,0,0,0,0
"ENSG00000264859",500,190,413,216,422,398,516,357,276
"ENSG00000259985",61,45,44,49,102,50,85,74,68
"ENSG00000200472",0,0,0,0,0,0,0,0,0
"ENSG00000263772",0,0,0,0,0,0,0,0,0
"ENSG00000118271",0,0,0,0,0,0,0,0,0
"ENSG00000286426",0,0,6,0,0,0,0,4,2
"ENSG00000170558",852,528,647,405,553,580,1113,1150,588
"ENSG00000274578",0,2,4,0,1,0,0,0,0
"ENSG00000266905",0,0,0,0,0,0,0,0,0
"ENSG00000280335",0,0,0,0,0,0,0,0,0
"ENSG00000264269",0,0,0,1,0,0,0,2,4
"ENSG00000263849",0,0,0,0,0,0,0,0,0
"ENSG00000265128",0,0,0,0,0,0,0,0,0
"ENSG00000266696",0,2,0,0,0,0,0,0,0
"ENSG00000263895",0,0,0,0,0,0,0,0,0
"ENSG00000287518",0,0,0,0,0,0,0,0,0
"ENSG00000264971",0,0,0,0,0,0,0,0,0
"ENSG00000215472",0,0,0,0,0,0,0,0,0
"ENSG00000263916",0,0,1,2,0,4,0,2,5
"ENSG00000265496",306,372,308,230,236,347,492,253,252
"ENSG00000284239",0,0,0,0,0,0,0,0,0
"ENSG00000202093",0,0,0,0,0,0,0,0,0
"ENSG00000206602",0,0,0,0,0,0,0,0,0
"ENSG00000271982",0,0,0,0,0,0,0,0,0
"ENSG00000265182",0,0,0,0,0,0,0,0,0
"ENSG00000264464",1,0,0,0,0,0,0,1,0
"ENSG00000101670",260,203,126,121,107,285,203,57,133
"ENSG00000141627",912,787,740,548,624,867,1212,715,665
"ENSG00000267717",0,0,0,0,0,1,0,0,0
"ENSG00000207154",0,0,0,0,0,0,0,0,0
"ENSG00000176624",2253,1470,1832,1378,1556,1959,2269,2060,1369
"ENSG00000267013",0,0,0,0,0,0,0,0,0
"ENSG00000252437",0,0,0,0,0,0,0,0,0
"ENSG00000196628",1588,756,1207,843,1027,1143,1369,813,779
"ENSG00000267028",0,0,0,0,0,0,0,0,0
"ENSG00000264571",0,0,0,0,0,0,0,0,0
"ENSG00000267402",0,1,0,0,0,0,0,0,0
"ENSG00000242320",0,0,0,0,0,0,0,0,0
"ENSG00000267325",37,8,52,9,31,28,24,59,30
"ENSG00000267172",2,4,4,0,0,0,0,0,0
"ENSG00000263677",0,0,0,0,0,0,0,0,0
"ENSG00000265369",0,0,0,0,0,2,0,0,0
"ENSG00000275900",0,0,0,0,0,0,0,0,0
"ENSG00000263382",0,0,0,0,0,0,0,0,0
"ENSG00000266184",0,1,0,4,0,0,0,3,4
"ENSG00000171885",31,10,32,28,35,37,27,29,38
"ENSG00000267743",60,12,17,10,24,32,38,38,28
"ENSG00000267504",0,0,1,0,0,0,2,0,0
"ENSG00000277837",0,0,0,0,6,4,3,2,2
"ENSG00000119547",42,40,57,35,43,71,44,29,25
"ENSG00000278703",3,3,3,4,1,0,5,0,3
"ENSG00000134440",6127,4269,4810,3648,3716,4893,6452,3527,3121
"ENSG00000267787",39,26,71,57,34,51,54,22,33
"ENSG00000081923",102,70,48,53,64,60,104,62,53
"ENSG00000202159",0,0,0,0,0,0,0,0,0
"ENSG00000231544",0,0,0,0,0,0,0,0,0
"ENSG00000267209",0,0,0,0,0,0,0,0,0
"ENSG00000235028",0,0,0,0,0,0,0,0,1
"ENSG00000267675",0,0,0,0,0,0,0,0,0
"ENSG00000284440",0,0,0,0,0,0,0,0,0
"ENSG00000207778",0,0,0,0,0,0,0,0,0
"ENSG00000276403",0,0,0,0,0,0,0,0,0
"ENSG00000198796",22,6,51,8,42,16,16,107,20
"ENSG00000274354",0,0,0,0,0,0,0,0,0
"ENSG00000267257",4,5,33,0,22,10,2,41,4
"ENSG00000267579",0,0,0,0,0,0,0,0,0
"ENSG00000252284",0,0,0,0,0,0,0,0,0
"ENSG00000239659",0,0,0,0,0,0,0,0,0
"ENSG00000275418",0,0,0,0,0,0,0,0,0
"ENSG00000267226",72,31,47,30,48,81,42,42,72
"ENSG00000267476",1,1,1,3,0,0,1,2,4
"ENSG00000266946",0,0,0,0,0,0,0,0,0
"ENSG00000267705",12,2,1,5,1,7,5,3,11
"ENSG00000267501",0,0,0,0,0,0,0,0,0
"ENSG00000201598",0,0,0,0,0,0,0,0,0
"ENSG00000267593",0,0,0,4,0,0,0,0,0
"ENSG00000199713",0,0,0,0,0,0,0,0,0
"ENSG00000251870",1,0,0,0,0,4,0,0,0
"ENSG00000224367",0,0,0,0,0,1,0,0,0
"ENSG00000267215",2,0,0,0,0,0,4,0,2
"ENSG00000153391",289,349,319,222,211,197,331,307,235
"ENSG00000173482",127,74,145,66,131,166,133,248,162
"ENSG00000154655",25,16,35,11,26,45,46,66,32
"ENSG00000141448",0,0,0,0,0,0,0,0,8
"ENSG00000101638",93,94,106,64,86,115,122,106,88
"ENSG00000088756",486,270,406,215,304,278,471,346,308
"ENSG00000134444",676,399,525,337,465,654,584,479,364
"ENSG00000074657",3926,2467,3248,2339,3823,3970,3193,3759,2889
"ENSG00000177576",41,38,21,46,46,69,60,51,29
"ENSG00000154856",83,83,98,60,34,55,143,56,78
"ENSG00000134265",460,452,364,316,358,379,453,458,358
"ENSG00000265728",0,0,0,0,0,0,0,2,0
"ENSG00000266604",0,0,0,0,0,0,0,0,0
"ENSG00000264503",0,0,0,0,0,0,0,0,0
"ENSG00000264311",0,0,1,1,0,1,0,0,2
"ENSG00000264072",0,0,0,0,0,0,0,0,0
"ENSG00000266470",0,0,0,0,0,0,0,0,0
"ENSG00000265038",0,0,0,0,0,0,0,0,0
"ENSG00000260779",0,0,0,0,0,0,0,0,0
"ENSG00000264843",58,25,27,19,9,11,52,6,31
"ENSG00000264714",0,2,0,1,2,3,0,0,0
"ENSG00000274838",0,0,0,0,0,0,0,0,0
"ENSG00000263952",0,0,0,0,0,0,0,0,0
"ENSG00000263682",0,0,0,0,2,0,0,0,0
"ENSG00000287646",2,4,0,0,2,4,2,0,0
"ENSG00000170677",759,422,378,266,356,518,649,355,357
"ENSG00000244527",0,0,0,0,0,0,0,0,0
"ENSG00000251886",0,0,0,0,0,0,0,0,0
"ENSG00000263748",0,0,0,0,0,0,0,0,0
"ENSG00000265984",0,0,0,0,0,0,0,0,0
"ENSG00000265948",0,0,0,0,0,0,0,0,0
"ENSG00000265751",0,0,0,0,0,0,0,0,0
"ENSG00000221139",0,0,0,0,0,0,0,0,0
"ENSG00000141446",972,605,848,677,815,1042,907,854,535
"ENSG00000167088",3015,3553,1537,2432,1334,2485,2947,1339,1857
"ENSG00000158201",87,115,205,132,170,178,94,158,119
"ENSG00000264188",0,0,0,0,0,3,0,1,0
"ENSG00000265656",5,0,0,1,2,0,0,1,1
"ENSG00000221493",0,0,0,0,0,0,0,0,0
"ENSG00000252677",0,0,1,0,0,0,0,0,0
"ENSG00000267766",0,0,0,0,0,0,0,0,0
"ENSG00000283125",0,0,0,0,0,0,0,0,0
"ENSG00000119537",958,732,979,644,756,871,708,675,365
"ENSG00000119541",974,629,673,490,446,681,847,472,450
"ENSG00000267430",0,0,0,0,0,0,0,0,0
"ENSG00000206075",0,0,0,2,0,0,0,0,0
"ENSG00000269989",0,0,0,0,0,0,0,0,0
"ENSG00000214318",0,0,0,0,0,0,0,0,0
"ENSG00000171791",168,70,82,84,66,86,114,66,64
"ENSG00000212712",0,0,0,0,0,0,0,0,0
"ENSG00000267533",0,2,0,3,0,1,0,0,0
"ENSG00000256616",20,12,23,0,13,22,15,9,12
"ENSG00000267722",0,0,0,0,0,0,0,0,0
"ENSG00000267478",0,0,0,0,0,0,0,0,0
"ENSG00000181626",0,0,0,0,0,2,0,2,0
"ENSG00000200827",0,0,0,0,0,0,0,0,0
"ENSG00000267162",0,0,0,0,0,0,0,0,0
"ENSG00000267116",0,0,0,0,0,0,0,0,0
"ENSG00000279285",0,0,0,0,0,0,0,0,0
"ENSG00000267643",0,0,0,0,0,0,0,0,0
"ENSG00000267733",3,0,10,2,6,1,0,12,11
"ENSG00000267076",26,37,20,10,18,23,38,0,23
"ENSG00000267247",0,0,0,0,0,0,0,0,0
"ENSG00000267663",0,0,0,0,0,0,0,0,0
"ENSG00000176194",2,0,0,0,0,0,0,0,0
"ENSG00000280302",0,0,2,0,0,0,0,0,0
"ENSG00000199702",0,0,0,0,0,0,0,1,0
"ENSG00000176014",4212,4014,2294,2565,1924,2978,4684,2455,2550
"ENSG00000277899",0,0,0,0,0,0,0,0,0
"ENSG00000267414",0,3,3,3,10,7,2,6,5
"ENSG00000280365",0,0,0,0,0,0,0,0,0
"ENSG00000265957",0,0,0,0,0,0,0,0,0
"ENSG00000279319",0,2,2,2,4,0,0,0,0
"ENSG00000267101",0,0,0,2,0,0,0,0,0
"ENSG00000267286",0,0,0,0,0,0,0,0,0
"ENSG00000267239",0,0,0,0,0,0,0,0,0
"ENSG00000267177",0,0,0,0,0,0,0,0,0
"ENSG00000279020",0,0,0,0,0,0,0,0,0
"ENSG00000286926",0,0,0,0,0,0,0,0,0
"ENSG00000279275",0,0,0,0,0,0,0,0,0
"ENSG00000267393",0,0,0,0,0,0,0,0,0
"ENSG00000267690",0,0,0,0,0,0,0,0,0
"ENSG00000266146",0,0,0,0,0,0,0,0,0
"ENSG00000267694",0,0,0,0,0,0,0,0,0
"ENSG00000267529",0,0,0,0,0,0,0,0,0
"ENSG00000267366",0,0,0,0,0,0,0,0,0
"ENSG00000267136",0,0,0,0,0,0,0,0,0
"ENSG00000267503",0,0,0,0,0,0,0,0,0
"ENSG00000263527",0,0,0,0,0,0,0,0,0
"ENSG00000266954",4,5,5,2,0,2,6,2,7
"ENSG00000177150",475,400,314,231,286,393,379,281,265
"ENSG00000279962",0,0,0,1,0,0,0,0,0
"ENSG00000242707",0,0,0,0,0,0,0,0,0
"ENSG00000101654",1812,1037,1171,638,942,1376,1777,1004,1147
"ENSG00000266049",24,1,20,1,20,17,15,8,9
"ENSG00000207034",0,0,0,0,0,0,0,0,0
"ENSG00000132205",170,143,216,161,112,120,157,177,137
"ENSG00000272625",26,9,20,9,8,27,34,21,24
"ENSG00000263606",14,7,6,5,9,6,12,0,14
"ENSG00000265907",65,10,55,8,31,52,63,27,32
"ENSG00000266397",0,0,0,0,0,0,0,0,0
"ENSG00000264186",0,0,0,2,0,0,0,0,0
"ENSG00000277447",0,0,0,0,0,0,0,0,0
"ENSG00000252258",0,0,0,0,0,0,0,0,0
"ENSG00000252353",0,0,0,0,0,0,0,0,0
"ENSG00000265399",19,16,44,14,21,24,27,17,31
"ENSG00000101608",3208,3435,2633,2560,2167,2751,3820,2822,2381
"ENSG00000264235",900,860,653,698,527,780,1013,680,562
"ENSG00000118680",1953,2339,1719,2054,1650,2325,2901,1989,2027
"ENSG00000265670",0,0,0,0,0,0,0,0,0
"ENSG00000251702",0,0,0,0,0,0,0,0,0
"ENSG00000134762",133,82,110,68,78,104,132,108,33
"ENSG00000134765",2,2,12,0,0,0,0,2,0
"ENSG00000263698",0,0,0,0,0,0,0,2,0
"ENSG00000134760",0,0,0,0,2,0,2,1,0
"ENSG00000207019",0,0,0,0,0,0,0,0,0
"ENSG00000154611",0,0,0,0,0,0,0,0,0
"ENSG00000154845",1886,1112,1122,713,1108,1386,1984,1273,1170
"ENSG00000131196",107,96,246,154,193,202,199,209,174
"ENSG00000153339",1132,715,830,753,886,1329,1258,884,855
"ENSG00000150636",13,13,39,25,26,22,24,44,27
"ENSG00000154040",122,108,138,155,169,171,158,262,156
"ENSG00000053747",26,29,7,15,45,41,16,80,53
"ENSG00000141404",696,484,677,507,564,619,1002,607,558
"ENSG00000214917",0,0,0,0,0,0,0,0,0
"ENSG00000265008",143,63,117,40,131,117,185,132,110
"ENSG00000134758",1436,1017,1122,953,1155,1211,1705,1400,893
"ENSG00000263393",1,2,2,1,4,0,0,0,2
"ENSG00000199373",0,0,0,0,0,0,0,0,0
"ENSG00000141434",0,2,0,1,0,0,0,0,0
"ENSG00000265279",0,0,0,0,0,0,0,0,0
"ENSG00000263904",0,1,0,0,0,0,0,0,0
"ENSG00000222395",0,0,0,0,0,0,0,0,0
"ENSG00000264982",46,10,54,16,35,48,40,20,30
"ENSG00000279829",0,0,0,0,0,0,0,0,0
"ENSG00000285993",0,0,0,0,0,0,0,0,0
"ENSG00000167210",0,8,3,0,6,0,2,15,8
"ENSG00000240983",0,0,0,0,0,0,0,0,0
"ENSG00000176225",458,194,449,151,293,384,399,275,273
"ENSG00000197641",0,0,0,0,2,0,0,0,0
"ENSG00000206073",21,3,0,8,4,22,18,58,10
"ENSG00000206072",0,0,0,1,0,2,2,7,0
"ENSG00000057149",2,0,0,2,0,0,0,22,4
"ENSG00000267642",0,1,0,0,0,0,0,0,0
"ENSG00000267428",0,0,0,0,0,0,0,0,0
"ENSG00000288484",0,0,0,0,0,0,0,0,0
"ENSG00000178690",4,6,18,10,9,6,0,4,4
"ENSG00000267585",0,0,0,0,0,0,0,0,0
"ENSG00000268873",16,19,19,0,24,25,13,19,8
"ENSG00000278464",0,0,0,0,0,0,0,0,4
"ENSG00000101746",32,34,11,10,22,21,17,16,22
"ENSG00000082397",340,183,440,270,299,379,537,420,408
"ENSG00000187773",0,0,0,0,0,0,5,0,0
"ENSG00000075336",744,769,565,648,407,687,893,574,511
"ENSG00000260569",0,0,0,2,0,0,0,0,0
"ENSG00000243856",0,0,0,0,0,0,0,0,0
"ENSG00000286529",14,7,14,11,9,6,4,2,6
"ENSG00000206043",0,0,0,0,0,0,0,0,0
"ENSG00000235297",8,13,5,14,7,7,13,9,4
"ENSG00000166347",1338,1543,838,1271,910,1136,1681,815,940
"ENSG00000134769",352,307,286,209,297,334,254,364,214
"ENSG00000166634",0,0,0,0,0,0,0,0,2
"ENSG00000260578",0,0,0,0,0,0,0,0,0
"ENSG00000171451",0,2,0,0,0,0,1,1,0
"ENSG00000263424",0,0,0,0,0,0,0,0,0
"ENSG00000267480",38,37,36,20,22,27,25,2,9
"ENSG00000266995",0,0,0,0,0,0,0,0,0
"ENSG00000267292",0,0,0,0,0,0,0,0,0
"ENSG00000251937",0,0,0,0,0,0,0,0,0
"ENSG00000141391",126,158,208,132,140,188,73,199,120
"ENSG00000267108",1,6,11,2,6,4,0,15,8
"ENSG00000267199",168,150,116,114,88,137,173,112,136
"ENSG00000267515",1,0,0,0,0,0,0,0,0
"ENSG00000267287",0,0,0,0,0,0,0,0,0
"ENSG00000267409",0,0,0,0,0,0,0,0,0
"ENSG00000178412",0,0,0,0,0,0,0,0,0
"ENSG00000266901",0,0,0,0,0,0,0,0,0
"ENSG00000266924",0,0,0,0,0,0,0,2,0
"ENSG00000278075",0,6,2,0,0,0,0,4,2
"ENSG00000122490",437,383,419,418,292,492,552,342,538
"ENSG00000287879",0,0,0,0,0,0,2,0,0
"ENSG00000134755",1040,618,663,647,661,835,1051,619,759
"ENSG00000229442",0,0,0,0,0,0,0,0,0
"ENSG00000225212",0,0,0,0,0,0,0,0,0
"ENSG00000206418",987,886,960,884,829,1141,964,967,764
"ENSG00000266708",266,204,277,212,265,299,272,333,235
"ENSG00000066926",662,468,575,257,456,384,715,536,414
"ENSG00000266729",0,0,0,0,0,0,0,0,0
"ENSG00000046604",6104,3103,4943,3227,4305,4915,6148,4381,3634
"ENSG00000134508",768,589,327,450,373,786,702,391,411
"ENSG00000118276",423,302,373,587,562,612,580,773,462
"ENSG00000206181",0,1,0,6,2,0,0,0,0
"ENSG00000265681",272,293,190,135,210,309,324,180,247
"ENSG00000101665",332,283,115,177,187,110,295,315,139
"ENSG00000141429",1971,1362,1620,1073,1188,1895,2206,1402,1289
"ENSG00000215421",271,167,120,80,104,145,174,64,91
"ENSG00000267780",0,0,0,2,0,0,0,0,0
"ENSG00000226742",19,15,10,14,10,28,18,17,14
"ENSG00000141759",2300,2472,1401,1843,1463,1856,2101,1609,1476
"ENSG00000267127",10,0,0,7,1,7,3,2,7
"ENSG00000101546",327,265,265,219,228,277,267,235,218
"ENSG00000261126",6,1,12,2,2,16,2,1,0
"ENSG00000266909",3,0,2,0,0,0,0,0,2
"ENSG00000101544",2021,1151,1148,725,1018,1333,2017,963,1073
"ENSG00000178184",603,462,436,306,278,361,570,291,362
"ENSG00000278000",11,42,14,35,23,7,9,17,10
"ENSG00000267251",122,93,69,32,54,89,124,80,60
"ENSG00000178342",2,0,4,14,2,7,6,0,4
"ENSG00000262352",0,0,0,0,0,0,0,0,0
"ENSG00000263305",0,0,0,0,0,0,0,0,0
"ENSG00000262181",0,0,0,0,0,0,0,0,0
"ENSG00000262081",0,0,0,0,0,0,0,0,0
"ENSG00000274446",0,0,0,0,0,0,0,0,0
"ENSG00000277521",0,0,3,0,13,2,0,7,6
"ENSG00000101557",2989,2309,1949,1437,1470,1891,2711,1740,1350
"ENSG00000266575",0,0,0,0,0,0,0,0,0
"ENSG00000264179",0,0,0,0,0,0,0,0,0
"ENSG00000265671",0,0,0,0,0,0,0,0,0
"ENSG00000141433",2,0,0,0,0,0,0,4,0
"ENSG00000259837",0,0,0,0,0,0,0,0,0
"ENSG00000200752",0,0,0,0,0,0,0,0,0
"ENSG00000141642",64,76,75,34,87,32,49,64,50
"ENSG00000267699",0,0,0,0,0,0,0,0,0
"ENSG00000141646",1042,1080,878,728,731,1032,1179,767,757
"ENSG00000286975",0,0,0,0,0,0,0,4,0
"ENSG00000101574",241,175,233,142,168,186,222,144,151
"ENSG00000238575",0,0,2,0,0,0,0,0,0
"ENSG00000266783",4,1,2,0,0,2,2,1,0
"ENSG00000264150",0,0,0,2,0,0,0,0,0
"ENSG00000080986",803,647,808,627,608,578,790,840,598
"ENSG00000235422",0,0,0,0,0,0,0,2,0
"ENSG00000202224",0,0,0,0,0,0,0,0,0
"ENSG00000200875",0,0,0,0,0,0,0,0,0
"ENSG00000266405",4,2,11,10,2,6,5,2,7
"ENSG00000101596",1410,679,1190,540,814,1035,1399,825,843
"ENSG00000166377",385,279,332,185,376,348,327,341,241
"ENSG00000078142",612,448,458,366,420,620,469,295,417
"ENSG00000079134",1098,1002,684,887,566,843,848,549,570
"ENSG00000141447",2131,1434,1700,904,1181,1534,1722,980,906
"ENSG00000101605",11,4,23,8,6,5,12,7,24
"ENSG00000256463",0,0,0,0,0,1,0,0,0
"ENSG00000091157",449,210,267,138,232,345,484,290,275
"ENSG00000101680",2567,1352,2961,959,2216,2194,2675,1716,1528
"ENSG00000264265",0,0,0,0,0,0,0,0,0
"ENSG00000177143",0,0,0,0,0,0,0,0,0
"ENSG00000222174",0,0,0,2,0,0,0,0,0
"ENSG00000288533",4,0,4,5,4,2,2,2,1
"ENSG00000266456",1,13,10,12,7,5,8,6,4
"ENSG00000263727",0,0,3,0,2,2,0,0,0
"ENSG00000176890",2239,2480,1455,1420,1031,1768,1942,995,1151
"ENSG00000132199",1811,2215,1418,1358,970,1604,1408,918,971
"ENSG00000265490",21,35,18,9,34,21,23,12,15
"ENSG00000266171",166,42,132,62,86,134,179,107,74
"ENSG00000264339",0,0,2,0,0,2,2,8,0
"ENSG00000264635",4,2,9,0,2,8,0,6,0
"ENSG00000206687",0,0,0,0,0,0,0,0,0
"ENSG00000206422",0,0,0,0,0,0,0,0,0
"ENSG00000134775",552,299,643,373,446,600,423,444,390
"ENSG00000141385",3199,2480,2085,1740,1639,2761,3206,2123,1993
"ENSG00000279637",1,8,2,0,3,2,3,16,3
"ENSG00000286186",10,9,24,18,17,11,20,17,8
"ENSG00000275186",0,0,0,1,0,0,0,0,0
"ENSG00000279981",0,0,0,0,0,2,0,0,0
"ENSG00000279397",0,0,0,0,0,0,0,0,0
"ENSG00000286296",0,0,0,0,0,0,0,0,0
"ENSG00000060069",517,675,236,523,379,456,512,360,308
"ENSG00000152217",131,53,155,48,55,98,66,66,69
"ENSG00000049759",1495,1058,1244,1029,1034,1321,1619,1329,1001
"ENSG00000266605",0,0,0,0,0,0,0,0,0
"ENSG00000265766",3,9,10,6,14,13,0,0,0
"ENSG00000266242",0,8,0,0,0,2,0,0,0
"ENSG00000183206",1,0,14,0,16,17,0,0,0
"ENSG00000200132",0,0,0,0,0,0,0,0,0
"ENSG00000265340",0,0,0,0,0,0,0,0,0
"ENSG00000266693",0,0,0,0,0,0,0,0,0
"ENSG00000264570",4,0,0,0,1,5,0,0,0
"ENSG00000273732",0,1,0,0,0,0,0,0,0
"ENSG00000276318",3,5,7,4,1,21,0,0,0
"ENSG00000200645",0,0,0,0,0,0,0,0,0
"ENSG00000265737",0,0,0,0,2,0,0,0,0
"ENSG00000265499",0,0,0,0,0,0,0,0,0
"ENSG00000265786",0,0,0,0,0,0,0,0,0
"ENSG00000264061",0,0,0,0,0,0,0,0,0
"ENSG00000263618",0,0,0,0,0,0,0,0,0
"ENSG00000266554",0,0,0,0,0,0,0,0,0
"ENSG00000264301",0,0,0,0,0,0,0,0,0
"ENSG00000263821",0,0,0,0,0,0,0,0,0
"ENSG00000279042",0,0,1,0,0,2,0,0,0
"ENSG00000266522",0,0,0,0,0,2,0,0,0
"ENSG00000278923",0,0,0,0,0,0,0,0,0
"ENSG00000263635",0,0,0,0,0,0,0,0,0
"ENSG00000286815",0,0,0,0,0,0,0,0,0
"ENSG00000180777",20,10,30,10,2,4,0,0,0
"ENSG00000242651",0,0,0,0,0,0,0,0,0
"ENSG00000285653",0,0,0,0,0,0,0,0,0
"ENSG00000252680",0,0,0,0,2,0,0,0,0
"ENSG00000265564",0,0,0,0,0,0,0,0,0
"ENSG00000168454",4,2,0,2,0,2,2,4,0
"ENSG00000272799",2,4,0,0,0,0,0,2,0
"ENSG00000101558",1906,1471,1466,1480,1378,1668,2197,1546,1213
"ENSG00000223138",0,0,0,0,0,0,0,0,0
"ENSG00000154864",1063,468,818,269,316,250,820,321,471
"ENSG00000228835",9,5,23,8,3,14,13,9,15
"ENSG00000243355",0,0,0,0,0,0,0,0,0
"ENSG00000263765",0,0,2,0,0,0,0,0,0
"ENSG00000263450",0,0,0,0,0,0,0,0,0
"ENSG00000166960",2,2,6,2,2,11,0,2,4
"ENSG00000167216",118,141,193,92,88,154,110,144,106
"ENSG00000176136",6,4,19,6,10,7,7,4,17
"ENSG00000264296",0,0,0,0,0,0,0,0,0
"ENSG00000134046",319,351,362,255,286,363,365,383,367
"ENSG00000207233",0,0,0,0,0,0,0,0,0
"ENSG00000277324",67,34,85,35,54,65,36,54,63
"ENSG00000101751",381,312,834,389,569,549,331,481,371
"ENSG00000166845",588,323,793,426,706,635,548,628,404
"ENSG00000174448",28,1,32,3,16,10,15,7,12
"ENSG00000134278",561,372,304,286,347,465,586,389,375
"ENSG00000289624",0,0,0,0,0,0,0,0,0
"ENSG00000227279",85,90,56,34,55,44,125,120,50
"ENSG00000265554",0,0,0,0,0,0,0,0,0
"ENSG00000289064",0,0,0,0,0,0,0,0,0
"ENSG00000288939",0,2,0,0,0,0,0,0,0
"ENSG00000289550",0,0,0,2,2,0,0,0,2
"ENSG00000286642",0,0,0,0,0,0,0,0,0
"ENSG00000288828",0,0,0,0,0,0,0,0,0
"ENSG00000267279",5,8,2,2,4,2,12,21,4
"ENSG00000289168",8,4,0,5,2,4,8,59,12
"ENSG00000265778",30,22,105,21,36,24,35,45,28
"ENSG00000288917",15,2,17,0,13,13,3,3,12
"ENSG00000266053",17,9,18,10,8,14,5,32,16
"ENSG00000288800",0,0,0,0,2,0,0,0,0
"ENSG00000200750",0,0,0,0,0,0,0,0,0
"ENSG00000242971",0,6,0,0,0,0,0,0,1
"ENSG00000199977",0,1,0,0,0,0,0,0,0
"ENSG00000283927",0,0,0,0,0,0,0,0,0
"ENSG00000284453",0,0,0,0,0,0,0,0,0
"ENSG00000243303",0,0,0,0,2,0,0,0,0
"ENSG00000264149",0,0,0,0,0,0,0,0,0
"ENSG00000252325",0,0,0,0,0,0,0,0,0
"ENSG00000264289",0,0,0,0,0,0,0,0,0
"ENSG00000222520",0,0,0,0,0,0,0,0,0
"ENSG00000101752",2036,888,1649,746,1423,1607,1979,1224,1317
"ENSG00000288839",4,2,2,0,6,3,1,6,5
"ENSG00000263935",0,0,0,0,0,0,0,0,0
"ENSG00000265962",3,12,17,14,6,8,4,16,4
"ENSG00000168502",1695,1008,1074,915,1038,1343,1122,854,850
"ENSG00000252319",0,0,0,0,0,0,0,0,0
"ENSG00000272788",5,4,2,0,2,2,0,8,0
"ENSG00000287719",0,0,0,0,0,0,0,0,0
"ENSG00000286765",0,0,0,0,0,0,0,0,0
"ENSG00000242058",0,0,0,0,0,1,0,0,0
"ENSG00000263847",1,5,10,11,8,11,2,15,8
"ENSG00000264449",7,17,27,17,8,6,12,11,7
"ENSG00000266846",0,0,0,0,3,0,0,0,0
"ENSG00000265487",0,4,1,0,4,1,1,3,2
"ENSG00000200637",0,0,0,0,0,0,0,0,0
"ENSG00000272380",0,0,0,0,0,0,0,0,0
"ENSG00000206432",302,227,264,224,197,244,277,214,182
"ENSG00000134443",0,6,2,2,0,0,0,2,0
"ENSG00000134438",0,6,18,8,3,8,9,2,4
"ENSG00000166569",0,0,0,0,0,0,0,0,0
"ENSG00000074695",2638,1390,2479,1207,1829,1998,2974,1864,1667
"ENSG00000267677",5,0,1,0,0,0,0,0,0
"ENSG00000267000",0,1,0,0,3,1,0,0,0
"ENSG00000267061",0,0,0,0,0,0,0,0,0
"ENSG00000267269",0,0,0,0,0,0,0,0,0
"ENSG00000267774",16,9,12,7,20,29,18,19,16
"ENSG00000273664",0,0,0,0,0,0,0,0,0
"ENSG00000224161",0,0,0,0,0,0,0,0,0
"ENSG00000267486",0,0,0,0,0,0,0,0,0
"ENSG00000267669",0,2,0,0,0,0,0,0,0
"ENSG00000183287",175,122,234,97,152,163,204,193,96
"ENSG00000287943",0,0,0,0,0,0,0,0,0
"ENSG00000267193",0,0,0,0,0,0,0,0,0
"ENSG00000266968",0,0,0,0,0,0,0,2,0
"ENSG00000288545",0,0,0,2,0,1,1,1,0
"ENSG00000141469",0,1,0,2,4,0,2,2,2
"ENSG00000267558",0,0,0,0,0,0,0,0,0
"ENSG00000197046",9,2,8,2,0,0,10,6,9
"ENSG00000152229",45,16,49,23,92,55,61,113,27
"ENSG00000222179",0,0,0,0,1,0,0,0,0
"ENSG00000267293",2,2,2,2,0,6,2,4,2
"ENSG00000252034",0,0,0,1,0,0,0,0,0
"ENSG00000152234",14782,13576,10884,8751,9282,13295,18335,9738,10440
"ENSG00000152240",1104,1268,801,1143,643,968,1371,661,743
"ENSG00000251939",0,0,0,0,0,0,0,0,1
"ENSG00000152223",456,248,503,249,415,489,365,323,303
"ENSG00000141449",14,3,192,10,9,77,38,22,43
"ENSG00000141431",16,11,21,12,12,14,14,13,5
"ENSG00000289061",1,2,0,1,4,2,2,8,2
"ENSG00000101577",714,362,419,285,309,653,641,335,343
"ENSG00000267396",90,59,65,37,78,57,74,75,45
