Geneid,SK7A-SGN-1,SK7A-SGN-2,SK7A-SGN-3,SK7AC48-SGN-1,SK7AC48-SGN-2,SK7AC48-SGN-3,SK8A-SGN-1,SK8A-SGN-2,SK8A-SGN-3
ENSG00000258504,698,1297,709,1548,1037,1015,1407,1246,1562
ENSG00000198984,0,1,0,0,0,0,0,0,0
ENSG00000243976,0,0,0,0,0,0,0,0,0
ENSG00000140107,16,8,0,5,3,0,6,8,0
ENSG00000258666,596,564,1101,414,565,437,404,792,395
ENSG00000140105,6692,6056,11435,4282,6341,4947,3921,7368,4079
ENSG00000258521,8,3,4,2,21,0,1,0,14
ENSG00000258581,0,0,0,0,2,2,0,2,2
ENSG00000258597,2,0,0,0,0,0,0,0,0
ENSG00000100811,3417,3694,2757,2921,2890,2599,2162,2899,3055
ENSG00000290292,406,476,309,403,494,451,284,409,456
ENSG00000259868,0,26,8,8,8,3,18,27,0
ENSG00000277763,2,5,6,6,4,35,8,6,10
ENSG00000259483,0,3,0,0,0,0,0,0,0
ENSG00000275569,0,0,0,2,0,0,0,0,2
ENSG00000139946,533,675,428,231,430,456,264,412,755
ENSG00000126821,1,0,0,0,0,0,0,0,0
ENSG00000100652,1,6,0,0,0,0,0,0,2
ENSG00000221060,0,0,0,0,0,0,0,0,0
ENSG00000198732,645,1342,4948,1829,2250,3094,2127,925,915
ENSG00000242071,3126,1792,2182,2019,1689,1765,1764,1213,1041
ENSG00000258422,0,0,0,2,0,9,0,0,0
ENSG00000274330,4,0,3,0,0,4,0,2,0
ENSG00000270610,0,0,0,0,0,0,0,0,0
ENSG00000235812,0,4,0,2,2,7,1,0,4
ENSG00000259033,463,319,247,296,235,280,297,419,377
ENSG00000100678,10,343,8,77,56,152,172,460,764
ENSG00000277529,0,0,0,0,0,0,0,0,0
ENSG00000290346,0,0,0,0,0,0,0,0,0
ENSG00000215398,0,0,0,0,0,0,0,0,0
ENSG00000290354,0,0,0,0,0,0,0,0,0
ENSG00000275002,0,0,0,0,0,0,0,0,0
ENSG00000290393,0,0,0,0,0,0,0,0,0
ENSG00000270433,0,0,0,0,0,0,2,0,0
ENSG00000290642,0,6,0,5,1,7,0,0,2
ENSG00000187483,0,0,0,0,0,0,0,0,0
ENSG00000290676,0,0,0,0,0,0,0,0,0
ENSG00000258822,0,0,0,0,0,0,0,0,0
ENSG00000290702,0,0,0,0,0,0,0,0,0
ENSG00000258625,0,0,0,0,0,0,0,0,0
ENSG00000290703,0,0,0,0,0,0,0,0,0
ENSG00000188831,0,0,0,0,0,0,0,0,0
ENSG00000290759,19,0,1,0,0,0,0,0,0
ENSG00000259158,0,0,0,0,0,0,0,0,0
ENSG00000290783,6,2,1,4,0,0,0,3,6
ENSG00000271968,0,0,0,0,0,0,0,0,0
ENSG00000290844,0,0,0,0,0,0,0,0,0
ENSG00000259162,0,0,1,0,0,0,0,0,0
ENSG00000291038,3,6,0,1,0,4,0,7,0
ENSG00000225766,0,0,0,0,0,0,0,0,0
ENSG00000291039,0,0,0,0,0,0,0,0,0
ENSG00000257853,0,0,0,0,0,0,0,0,0
ENSG00000291204,0,0,0,0,0,0,0,0,0
ENSG00000228294,0,0,0,0,0,0,0,0,0
ENSG00000291205,0,0,0,0,0,0,0,0,0
ENSG00000289583,0,0,0,0,0,0,0,0,0
ENSG00000185650,8756,10623,5455,13011,12166,10320,3488,3893,6022
ENSG00000289626,0,0,0,0,0,0,0,0,0
ENSG00000196405,3447,12285,4219,9914,7642,8393,11960,13613,14640
ENSG00000168350,288,888,432,941,496,618,1336,1230,1270
ENSG00000176290,0,0,0,0,0,0,0,0,0
ENSG00000176281,0,0,0,0,0,0,0,0,0
ENSG00000259383,0,0,0,0,0,0,0,0,0
ENSG00000259769,0,0,0,0,0,0,0,0,0
ENSG00000259152,0,0,0,0,0,0,0,0,0
ENSG00000286884,0,0,0,0,0,0,0,0,0
ENSG00000214265,0,0,0,0,0,0,0,0,0
ENSG00000258771,0,0,0,0,0,0,0,0,0
ENSG00000271336,0,0,0,0,0,0,0,0,0
ENSG00000259698,0,0,0,0,0,0,0,0,0
ENSG00000278541,0,0,0,0,0,0,0,0,0
ENSG00000279445,0,0,0,0,0,0,0,0,0
ENSG00000270961,0,0,0,0,0,0,0,0,0
ENSG00000258712,0,0,0,0,0,0,0,0,0
ENSG00000258916,0,0,0,0,0,0,0,0,0
ENSG00000287922,0,6,4,0,6,0,2,0,4
ENSG00000259905,0,0,0,0,1,0,2,0,0
ENSG00000258721,0,0,0,0,0,0,0,0,0
ENSG00000214254,0,0,0,0,0,0,0,0,0
ENSG00000285405,0,0,0,0,0,0,0,0,0
ENSG00000282599,0,0,0,0,0,0,0,0,0
ENSG00000270505,0,0,0,0,0,0,0,0,0
ENSG00000287482,6,10,6,2,1,4,0,2,2
ENSG00000223877,0,0,0,0,0,0,0,1,0
ENSG00000261426,0,0,0,0,0,0,0,0,0
ENSG00000260780,0,0,0,0,0,0,0,0,0
ENSG00000277505,0,0,0,0,0,0,0,0,0
ENSG00000284988,0,0,0,0,0,0,0,0,0
ENSG00000259168,10,65,14,26,7,13,143,125,53
ENSG00000206187,0,0,0,0,0,6,0,2,0
ENSG00000237161,0,0,0,0,0,0,0,0,0
ENSG00000277988,0,0,0,0,0,0,0,0,0
ENSG00000235731,0,0,0,2,0,0,0,0,2
ENSG00000257647,109,270,51,67,153,122,37,144,325
ENSG00000260739,0,0,0,0,0,0,0,0,0
ENSG00000259443,0,0,0,0,0,0,0,0,0
ENSG00000281179,0,0,0,0,0,0,0,0,0
ENSG00000259025,0,0,0,0,0,0,0,0,0
ENSG00000285472,0,0,0,0,0,0,0,0,0
ENSG00000287345,0,0,0,0,0,0,0,0,0
ENSG00000278552,0,0,0,0,0,0,0,0,0
ENSG00000287122,0,0,0,0,0,0,0,0,0
ENSG00000258767,0,0,0,0,0,0,0,0,0
ENSG00000260986,0,0,0,0,0,0,0,0,0
ENSG00000281113,0,0,0,0,0,0,0,0,0
ENSG00000280703,0,0,0,0,0,0,0,0,0
ENSG00000259324,0,0,0,0,0,0,0,0,0
ENSG00000278263,0,0,0,0,0,0,0,0,0
ENSG00000273976,0,0,0,0,0,0,0,0,0
ENSG00000259150,0,0,0,0,0,0,0,0,0
ENSG00000270824,0,0,0,0,0,0,0,0,0
ENSG00000258853,0,0,0,0,0,0,0,0,0
ENSG00000258707,0,0,0,0,0,0,0,0,0
ENSG00000259435,0,0,0,0,0,0,0,0,0
ENSG00000241061,15,12,7,12,8,4,8,6,2
ENSG00000283524,0,0,0,0,0,0,0,0,0
ENSG00000258710,0,0,0,0,0,0,0,0,0
ENSG00000278840,5,5,0,4,3,5,4,11,6
ENSG00000258463,0,0,0,0,0,0,0,0,0
ENSG00000271288,0,0,0,0,0,0,0,0,0
ENSG00000258594,0,0,0,0,0,0,0,0,0
ENSG00000259490,0,0,0,0,0,0,0,0,0
ENSG00000235518,0,0,0,0,0,0,0,4,0
ENSG00000258970,0,0,0,0,0,0,0,0,0
ENSG00000270685,0,0,0,0,0,0,2,0,0
ENSG00000215567,0,0,0,0,0,0,0,0,0
ENSG00000279735,0,0,0,3,0,2,0,0,4
ENSG00000286110,6,4,4,2,8,3,0,6,6
ENSG00000242793,0,0,0,0,0,0,0,0,0
ENSG00000268531,0,0,0,0,0,0,0,0,0
ENSG00000258848,0,0,0,0,0,0,0,0,0
ENSG00000279595,0,0,0,0,0,0,0,0,0
ENSG00000282268,0,0,0,0,0,0,0,0,0
ENSG00000259089,0,0,0,0,0,0,0,0,0
ENSG00000284500,0,0,0,0,0,0,0,0,0
ENSG00000260959,0,0,0,0,0,0,0,0,0
ENSG00000258797,0,0,0,0,0,0,0,0,0
ENSG00000279639,0,0,0,0,0,0,0,0,0
ENSG00000274499,0,0,0,0,0,0,0,0,0
ENSG00000277322,0,0,0,0,0,0,0,0,0
ENSG00000258624,0,0,0,0,0,0,0,0,0
ENSG00000186297,121,781,54,505,406,285,518,1078,1125
ENSG00000258420,0,0,0,0,0,0,0,0,0
ENSG00000242088,0,0,0,0,0,0,0,0,0
ENSG00000224078,9857,13924,4346,6982,6705,6220,3544,9520,12861
ENSG00000247765,0,0,0,0,0,0,0,2,0
ENSG00000281550,0,0,0,0,0,0,0,0,0
ENSG00000270451,0,0,0,0,0,0,0,0,0
ENSG00000258684,0,0,0,0,0,0,1,0,0
ENSG00000278621,187,200,1646,166,440,169,55,52,47
ENSG00000280655,0,0,0,0,0,0,0,0,0
ENSG00000258997,0,0,0,0,0,0,0,0,0
ENSG00000188403,0,0,0,0,0,0,0,0,0
ENSG00000258654,0,0,0,0,0,0,0,0,0
ENSG00000259690,0,0,0,0,0,0,0,0,0
ENSG00000259269,0,0,0,0,0,0,0,0,0
ENSG00000259751,0,8,2,0,0,0,6,0,0
ENSG00000282520,0,0,0,0,0,0,0,0,0
ENSG00000228992,0,0,0,0,0,0,0,0,0
ENSG00000166140,769,795,445,834,565,603,831,972,805
ENSG00000278626,0,0,0,0,0,0,0,0,0
ENSG00000260551,0,0,0,0,0,0,0,0,0
ENSG00000274099,0,0,0,0,0,0,0,0,0
ENSG00000259011,0,0,0,0,0,0,0,0,0
ENSG00000181984,0,0,0,0,0,0,0,0,0
ENSG00000270185,0,0,0,0,0,0,0,0,0
ENSG00000259214,0,0,0,0,0,0,0,0,0
ENSG00000273786,14,11,0,0,0,0,2,2,2
ENSG00000259516,16,25,9,13,8,8,11,5,15
ENSG00000104081,2779,2242,2618,2795,1795,2111,976,983,1365
ENSG00000198146,1573,1672,826,1054,1075,959,514,1466,1766
ENSG00000259380,0,0,1,0,0,2,0,0,0
ENSG00000259239,0,0,0,0,0,0,0,0,0
ENSG00000259122,0,0,0,0,0,0,0,0,0
ENSG00000259245,0,0,0,0,0,0,0,3,6
ENSG00000258706,0,0,0,0,0,0,0,0,0
ENSG00000137801,7529,9834,67255,7783,17502,6003,2712,3180,1711
ENSG00000021776,2039,1206,1049,812,1016,790,508,863,1097
ENSG00000279364,423,348,220,370,282,227,272,455,485
ENSG00000258585,0,0,0,0,0,0,0,0,0
ENSG00000159248,203,489,60,861,241,275,352,727,700
ENSG00000104044,17,41,26,48,36,14,48,6,19
ENSG00000287888,0,0,0,0,0,0,0,0,0
ENSG00000280709,0,0,0,0,0,0,0,0,0
ENSG00000285491,0,0,0,0,0,0,0,0,0
ENSG00000284788,0,0,0,0,0,0,0,0,0
ENSG00000258799,0,0,0,0,0,0,0,0,0
ENSG00000128829,2142,2454,2021,1865,2226,2008,1157,1841,2136
ENSG00000281087,2,0,0,0,2,0,0,1,0
ENSG00000259278,0,0,6,0,0,0,0,0,0
ENSG00000166206,1438,4930,385,1739,1360,2184,1985,5503,6888
ENSG00000258415,0,0,0,0,0,0,0,0,0
ENSG00000284892,0,0,0,0,0,0,0,0,0
ENSG00000230031,0,0,0,0,0,0,0,0,0
ENSG00000259337,0,0,0,0,0,0,0,0,0
ENSG00000259731,0,0,0,0,0,0,0,0,0
ENSG00000259587,0,0,0,0,0,0,0,2,0
ENSG00000134146,250,175,104,171,114,116,97,201,236
ENSG00000244705,0,0,0,0,0,0,0,0,0
ENSG00000274347,0,0,0,0,0,0,0,0,0
ENSG00000258494,0,0,0,0,0,0,0,0,0
ENSG00000259409,363,269,344,436,248,295,165,153,209
ENSG00000188277,38,83,18,109,79,57,56,69,113
ENSG00000280881,0,0,0,0,0,0,0,0,0
ENSG00000259345,44,4,22,4,10,0,0,8,6
ENSG00000166068,1365,1680,1211,857,1363,1221,477,997,1188
ENSG00000287280,0,0,0,0,0,0,0,0,1
ENSG00000223628,0,0,0,0,0,0,0,0,0
ENSG00000259639,0,0,0,1,1,0,0,0,0
ENSG00000260648,0,8,0,8,14,0,0,4,14
ENSG00000224055,0,0,0,0,0,0,0,2,0
ENSG00000232394,0,0,0,0,0,0,0,0,0
ENSG00000248905,22,241,15,31,87,118,7,30,63
ENSG00000276107,1,5,28,27,10,6,1,0,0
ENSG00000258488,0,0,0,0,0,0,0,0,0
ENSG00000270831,0,0,0,0,0,0,0,0,0
ENSG00000259710,6,0,0,2,0,2,4,1,0
ENSG00000285934,22,0,0,0,0,6,0,2,0
ENSG00000228740,0,0,0,0,0,0,4,0,8
ENSG00000282089,0,0,0,0,0,0,0,0,0
ENSG00000280118,0,0,0,2,0,8,0,0,6
ENSG00000259181,0,1,0,0,0,0,0,0,1
ENSG00000243122,0,0,0,0,0,0,0,0,0
ENSG00000285410,294,631,275,550,446,437,453,617,862
ENSG00000150667,665,661,4644,622,1143,403,245,314,179
ENSG00000182256,66,290,66,75,106,110,353,640,400
ENSG00000259588,0,0,0,0,0,0,0,0,0
ENSG00000261048,0,0,0,0,0,0,0,0,0
ENSG00000259686,0,0,0,0,0,2,0,0,0
ENSG00000284834,0,0,0,0,0,0,0,0,0
ENSG00000259434,0,4,0,0,0,15,2,0,0
ENSG00000259730,0,0,0,0,0,0,0,0,0
ENSG00000259743,0,0,0,0,0,0,0,0,0
ENSG00000259671,0,0,0,0,0,0,0,0,0
ENSG00000259592,9,5,0,4,0,0,4,2,4
ENSG00000259390,0,4,0,0,0,0,0,0,0
ENSG00000258883,0,0,0,0,0,0,0,0,0
ENSG00000261771,0,0,0,0,0,0,0,0,0
ENSG00000259554,0,0,0,0,0,0,0,0,0
ENSG00000279958,0,0,0,0,0,0,0,0,0
ENSG00000259580,0,0,0,0,0,0,0,0,0
ENSG00000259584,2,4,2,13,2,3,5,4,4
ENSG00000259446,0,2,0,10,0,4,3,22,10
ENSG00000259188,2,0,0,0,0,0,0,0,0
ENSG00000259198,0,0,0,0,0,0,0,0,0
ENSG00000231409,1,0,0,0,3,5,2,0,0
ENSG00000225798,52,25,16,29,37,7,7,34,36
ENSG00000259688,0,0,0,0,0,0,0,0,0
ENSG00000166450,6880,658,437,337,401,367,80,125,352
ENSG00000276473,0,0,0,0,0,0,0,0,0
ENSG00000051180,632,91,158,83,106,108,64,28,26
ENSG00000245975,14,13,3,18,16,12,29,39,28
ENSG00000159251,154,715,25,6365,1707,2359,96,47,161
ENSG00000185607,4,4,0,2,2,0,9,8,2
ENSG00000259397,2,12,2,9,2,2,2,4,2
ENSG00000258461,4,0,0,5,2,5,0,2,0
ENSG00000213862,347,150,222,218,159,215,307,159,110
ENSG00000285116,0,0,0,0,0,0,0,0,0
ENSG00000166734,2577,5271,4924,4083,3949,2971,1770,4246,4995
ENSG00000279537,0,4,0,2,0,0,0,2,0
ENSG00000283680,0,0,0,0,0,0,0,0,0
ENSG00000259388,2,0,0,0,0,2,0,8,0
ENSG00000259509,0,0,0,0,0,1,0,0,0
ENSG00000259674,0,0,0,0,0,0,0,0,0
ENSG00000185634,48,832,102,227,267,616,441,1471,689
ENSG00000261069,0,0,0,0,0,0,0,0,0
ENSG00000279628,0,0,0,0,0,0,0,0,0
ENSG00000259369,0,0,0,0,0,0,0,0,0
ENSG00000259572,0,0,0,1,0,0,4,0,2
ENSG00000280396,0,0,0,0,0,0,0,0,0
ENSG00000259346,0,0,0,0,0,1,0,0,0
ENSG00000259255,0,4,1,0,0,7,0,0,4
ENSG00000138613,318,595,334,475,467,449,238,324,502
ENSG00000171877,282,952,204,725,572,485,542,1045,1172
ENSG00000285135,0,0,0,0,0,0,0,0,0
ENSG00000259336,6,4,0,0,0,2,0,0,0
ENSG00000137770,1328,1237,1022,792,872,642,297,621,869
ENSG00000270490,4,6,0,0,0,2,0,6,0
ENSG00000157456,1861,273,399,260,297,276,242,88,100
ENSG00000273855,8,3,0,0,0,0,0,1,2
ENSG00000240934,0,0,0,0,0,0,0,0,0
ENSG00000171989,2,4,0,2,0,1,2,0,0
ENSG00000275636,0,0,0,1,0,0,0,1,2
ENSG00000166200,2293,1746,1417,1275,1233,1151,741,1499,1574
ENSG00000270690,0,0,0,0,0,0,0,0,0
ENSG00000245719,2,10,0,4,6,2,27,1,8
ENSG00000137834,1031,762,1974,2046,1260,941,561,327,518
ENSG00000284540,0,0,0,0,0,0,0,3,0
ENSG00000137776,2661,1904,1562,1568,1533,1455,1253,1682,1824
ENSG00000250130,4,0,0,0,0,2,0,0,2
ENSG00000138593,2157,2275,1021,1038,1427,1176,502,1717,2248
ENSG00000103657,2653,7391,2197,2865,3061,3436,3000,5683,7486
ENSG00000259585,0,0,0,0,0,0,0,0,0
ENSG00000287020,0,0,0,0,0,0,2,0,0
ENSG00000287439,1,4,0,4,6,8,6,8,18
ENSG00000259393,0,0,0,0,0,0,0,0,0
ENSG00000280515,0,0,0,0,0,0,0,0,0
ENSG00000259477,0,0,0,0,0,0,0,0,0
ENSG00000188779,25,192,19,123,54,87,558,170,236
ENSG00000129028,119,179,63,167,106,163,93,231,292
ENSG00000259252,0,0,0,0,0,0,0,0,0
ENSG00000259309,0,0,0,0,0,0,0,0,0
ENSG00000259715,10,8,0,2,12,2,0,8,20
ENSG00000171956,27,54,7,46,11,22,75,36,22
ENSG00000277144,0,0,2,0,0,2,4,3,0
ENSG00000259411,0,0,0,0,0,0,4,0,0
ENSG00000258855,0,0,0,0,0,0,0,0,0
ENSG00000259558,0,0,0,0,0,0,0,0,0
ENSG00000259616,0,0,0,0,0,0,2,0,0
ENSG00000137880,614,619,319,763,468,500,889,846,721
ENSG00000074410,507,2266,989,2347,1464,972,713,969,1997
ENSG00000259673,183,309,282,241,166,251,235,220,271
ENSG00000215296,0,0,0,0,0,0,0,0,2
ENSG00000259217,0,0,0,0,0,0,0,0,0
ENSG00000270964,44,118,48,111,59,70,50,63,83
ENSG00000157483,1320,552,947,613,597,438,342,365,378
ENSG00000259496,2,0,0,0,0,0,0,0,0
ENSG00000259335,0,0,0,0,0,0,0,0,0
ENSG00000259447,0,0,0,0,0,0,0,0,0
ENSG00000259470,0,0,0,0,0,0,2,0,0
ENSG00000259452,0,0,0,0,0,0,0,0,0
ENSG00000259288,0,0,0,0,0,0,0,0,0
ENSG00000260392,0,1,0,1,0,2,0,0,2
ENSG00000277152,6,8,2,10,8,0,3,2,4
ENSG00000166128,904,1355,691,790,1066,706,364,1183,1255
ENSG00000259650,0,0,0,0,0,6,0,0,2
ENSG00000166233,2349,2634,1880,1741,1896,1602,1178,2404,2599
ENSG00000259232,0,0,0,0,0,0,0,0,0
ENSG00000137841,378,33,69,35,56,64,42,28,24
ENSG00000137809,810,1237,12548,1561,3169,827,458,987,161
ENSG00000074696,6592,9645,5036,5799,6439,6262,4902,7588,8270
ENSG00000261702,0,0,0,0,0,0,0,0,0
ENSG00000259307,17,0,0,0,0,0,2,0,0
ENSG00000183324,0,0,2,0,0,0,0,0,0
ENSG00000281183,36,197,28,97,55,69,27,164,280
ENSG00000259591,0,0,0,0,0,0,4,0,4
ENSG00000259410,2,0,2,0,0,1,3,0,3
ENSG00000259473,0,0,0,0,0,0,0,0,0
ENSG00000167139,1,1,0,0,0,0,5,0,0
ENSG00000260109,2,0,0,0,0,0,0,0,0
ENSG00000156642,3201,5689,4901,4242,3946,3648,3319,5361,4935
ENSG00000274297,0,0,2,2,4,0,0,0,0
ENSG00000178802,2673,3329,2583,3164,2354,2788,2875,3132,3132
ENSG00000169018,2388,3831,1990,1511,2166,1973,1267,3640,4058
ENSG00000140464,1802,1517,1566,1663,1470,1189,1125,1245,1287
ENSG00000103599,91,137,33,144,122,120,47,103,169
ENSG00000285805,15,40,37,24,25,40,24,39,74
ENSG00000259499,0,0,0,1,0,0,0,0,0
ENSG00000281264,0,0,0,0,0,0,0,0,0
ENSG00000259503,0,0,0,0,0,0,0,0,0
ENSG00000259223,0,0,0,6,0,0,2,0,0
ENSG00000235420,0,0,0,0,0,0,0,0,0
ENSG00000178741,3068,2976,1990,2737,1927,2269,3640,4471,3044
ENSG00000285863,0,2,0,4,0,0,2,6,5
ENSG00000261632,4,0,0,0,0,0,0,0,0
ENSG00000259656,0,0,0,1,0,0,0,0,0
ENSG00000286770,0,0,0,0,0,0,0,0,0
ENSG00000128918,167,506,44,269,614,395,197,151,296
ENSG00000067141,5279,14024,6137,6272,9268,8692,5163,8690,12621
ENSG00000140382,1730,1926,1411,1134,1142,1181,831,1233,1616
ENSG00000260892,419,203,848,322,558,284,115,134,95
ENSG00000259512,0,0,0,0,0,0,0,0,0
ENSG00000140505,0,0,0,0,0,0,0,2,9
ENSG00000140284,118,104,33,136,52,87,72,74,215
ENSG00000261813,0,0,0,0,0,0,0,0,0
ENSG00000259467,0,0,1,0,0,0,0,0,0
ENSG00000136381,3222,3543,2026,1697,2167,1696,946,2159,2784
ENSG00000189227,216,413,296,343,232,242,345,378,400
ENSG00000138621,375,215,142,225,147,136,142,72,139
ENSG00000259440,0,0,0,0,2,0,0,0,0
ENSG00000287741,0,0,0,0,0,0,0,0,0
ENSG00000259624,0,0,0,0,0,0,0,0,0
ENSG00000260096,0,0,0,0,0,0,0,0,0
ENSG00000138622,168,935,86,229,233,379,413,835,1289
ENSG00000259221,0,0,0,0,0,0,1,0,2
ENSG00000179151,2194,2017,1456,1517,1404,1500,1437,1869,2162
ENSG00000259595,568,1295,1231,928,908,803,495,926,1067
ENSG00000137764,750,1285,542,851,639,643,977,1111,1145
ENSG00000259186,0,0,0,0,0,0,0,0,0
ENSG00000230183,8,4,0,0,0,6,4,7,4
ENSG00000203392,14,11,11,25,12,2,14,2,18
ENSG00000260689,0,0,0,0,0,0,0,0,0
ENSG00000274515,0,3,0,0,6,1,0,2,2
ENSG00000259771,0,0,4,0,0,0,0,0,0
ENSG00000260576,0,2,0,0,0,0,0,0,0
ENSG00000136378,3265,3774,6710,4357,6152,3328,5068,3405,4736
ENSG00000259600,0,0,0,0,0,0,0,0,0
ENSG00000282100,0,0,0,1,0,0,0,0,0
ENSG00000176753,11,0,0,0,0,0,2,0,0
ENSG00000287543,30,50,25,38,54,52,15,54,76
ENSG00000041357,3257,2484,2100,2260,1799,1784,1816,2553,2302
ENSG00000259360,0,0,0,0,0,0,0,0,0
ENSG00000259691,0,0,0,0,0,0,0,0,0
ENSG00000276524,8,14,4,5,1,2,11,9,0
ENSG00000273958,0,4,10,2,0,0,0,0,0
ENSG00000213578,0,0,0,0,0,0,0,0,0
ENSG00000159289,4,8,10,2,0,7,0,6,4
ENSG00000140474,1199,1963,1009,1686,1346,1571,2074,1889,2494
ENSG00000173546,2578,2021,6087,2143,4370,2454,823,782,950
ENSG00000274719,0,0,2,0,0,2,0,0,0
ENSG00000259474,0,0,0,0,0,0,0,0,0
ENSG00000166035,26,2,13,0,2,2,12,4,0
ENSG00000067221,512,1603,754,956,685,1070,1618,2094,1850
ENSG00000259545,0,0,0,0,0,0,0,0,0
ENSG00000260483,0,0,0,0,0,0,0,0,0
ENSG00000259353,11,22,13,6,20,5,0,15,7
ENSG00000081014,470,276,272,225,237,180,125,191,306
ENSG00000259459,0,4,2,8,7,0,2,0,8
ENSG00000285331,52,61,18,22,33,25,31,48,95
ENSG00000287596,0,0,0,0,0,0,0,0,0
ENSG00000104043,114,38,24,54,52,77,39,37,59
ENSG00000166963,2766,16348,5602,5202,6889,9357,6420,14275,13081
ENSG00000259293,0,0,0,0,0,0,0,0,0
ENSG00000129038,3204,3331,7238,5566,4027,2988,2850,1469,1888
ENSG00000259268,0,0,0,0,0,0,0,0,0
ENSG00000279033,538,532,519,502,347,274,357,465,432
ENSG00000103742,4481,3355,3622,2896,3943,2992,1041,1614,2597
ENSG00000242747,0,0,0,0,0,0,0,2,0
ENSG00000280639,12,4,2,2,2,1,0,0,2
ENSG00000277790,0,0,0,0,0,0,0,0,0
ENSG00000259362,29,10,12,36,10,9,16,10,6
ENSG00000259740,0,0,0,0,0,0,0,0,0
ENSG00000285253,2,1,0,1,1,1,0,0,0
ENSG00000259200,0,2,0,2,7,4,0,0,0
ENSG00000259528,2,0,0,0,0,0,0,0,0
ENSG00000140506,2,3,4,0,2,0,0,1,0
ENSG00000259593,0,0,0,0,0,0,0,0,0
ENSG00000138587,45,33,33,99,30,79,6,15,25
ENSG00000156958,392,355,224,325,233,283,202,360,283
ENSG00000080644,1179,628,754,281,1219,499,1243,560,491
ENSG00000066933,1153,2039,1057,833,1111,990,488,1410,1876
ENSG00000092529,32,38,16,104,44,29,30,57,30
ENSG00000259423,0,0,0,0,0,0,0,0,0
ENSG00000241640,0,0,0,0,0,0,0,0,3
ENSG00000277229,0,0,0,0,0,0,0,0,0
ENSG00000261606,4,3,1,0,2,0,6,0,0
ENSG00000259195,0,1,0,4,2,0,0,0,2
ENSG00000256061,5,17,5,25,10,19,10,21,13
ENSG00000279421,0,0,0,1,0,0,0,0,0
ENSG00000279409,0,0,0,0,0,0,0,0,0
ENSG00000259379,0,0,0,0,0,0,0,0,0
ENSG00000178761,1695,2921,2021,2501,1980,2203,2241,2587,2778
ENSG00000260409,0,0,0,0,0,0,0,0,0
ENSG00000137824,1451,1545,1468,1193,1108,1112,1023,1236,1402
ENSG00000279373,0,0,0,0,0,0,2,1,0
ENSG00000278513,0,0,0,0,0,0,0,0,0
ENSG00000279694,9940,19822,5824,9730,13923,11874,45500,42816,35665
ENSG00000276651,2,6,5,4,0,2,4,5,2
ENSG00000286457,0,1,0,2,0,0,0,0,4
ENSG00000259738,0,0,0,0,0,0,0,0,1
ENSG00000198794,1555,7144,1657,3501,2871,4246,5764,7864,8539
ENSG00000213527,0,0,0,0,0,0,0,0,0
ENSG00000259285,12,42,0,13,33,25,18,4,15
ENSG00000259692,59,48,22,44,42,45,41,35,81
ENSG00000259248,305,498,310,394,415,325,303,514,498
ENSG00000169684,274,172,194,134,303,159,272,250,159
ENSG00000259378,2,2,0,6,4,0,0,4,0
ENSG00000174498,6697,524,405,269,325,717,406,322,620
ENSG00000259432,0,0,0,0,0,0,0,2,0
ENSG00000166426,13541,27436,8010,13325,19014,16378,64525,59353,47610
ENSG00000259722,0,0,0,0,0,0,0,0,0
ENSG00000259476,0,0,0,0,0,0,0,0,0
ENSG00000137831,1124,743,1071,868,1151,572,238,261,388
ENSG00000259413,0,0,0,0,0,0,0,0,0
ENSG00000259227,0,0,0,0,0,0,0,0,0
ENSG00000140497,2372,1508,2622,1945,1660,1136,1147,906,1053
ENSG00000261136,11,31,4,29,14,22,14,18,17
ENSG00000169371,364,332,269,336,254,245,279,332,308
ENSG00000166415,746,31,42,0,73,59,45,28,26
ENSG00000259569,0,0,0,0,0,0,0,0,0
ENSG00000287408,4,0,2,2,2,0,0,0,2
ENSG00000259481,0,0,0,0,0,0,0,0,1
ENSG00000274128,0,0,10,0,0,0,0,0,0
ENSG00000259735,0,0,0,0,0,0,0,0,0
ENSG00000140386,688,1460,452,639,648,769,718,1592,1903
ENSG00000259389,0,1,0,0,0,0,0,0,0
ENSG00000188266,50,32,55,41,55,45,36,26,16
ENSG00000259180,103,33,16,3,16,12,0,10,10
ENSG00000260206,128,89,65,75,47,76,95,101,81
ENSG00000104129,1000,1086,591,1148,863,891,1120,1051,1052
ENSG00000259543,0,7,0,0,0,2,0,4,5
ENSG00000258010,0,0,0,0,1,4,0,3,0
ENSG00000259651,0,0,0,0,0,0,0,0,0
ENSG00000140455,773,1477,875,969,921,904,984,1413,1553
ENSG00000259530,0,0,0,0,0,0,0,0,0
ENSG00000136379,488,851,319,690,505,430,747,1052,1081
ENSG00000166557,3966,4184,7725,4643,3777,3390,4158,4484,3610
ENSG00000271236,0,2,0,0,0,0,2,0,0
ENSG00000259732,4,8,0,2,1,2,4,0,0
ENSG00000287508,0,4,0,4,0,1,0,2,6
ENSG00000271317,0,0,0,0,0,0,0,0,0
ENSG00000287391,0,0,0,0,0,0,0,0,0
ENSG00000225625,0,0,0,0,0,0,0,0,0
ENSG00000259482,0,0,0,0,0,0,0,0,0
ENSG00000271195,0,0,0,0,0,0,0,0,0
ENSG00000259361,0,0,2,0,0,3,0,0,0
ENSG00000275343,0,0,0,0,0,0,0,0,6
