Geneid,SK7A-1,SK7A-2,SK7A-3,SK8A-1,SK8A-2,SK8A-3,SK8A-4,SK8A-5,SK8A-6,Wi-1,Wi-2,Wi-3
ENSG00000015532,1997,3874,4334,2844,3511,3000,1039,902,183,540,567,508
ENSG00000015568,280,371,311,289,311,298,62,43,6,31,31,53
ENSG00000015592,71,132,209,60,212,83,50,23,0,6,5,12
ENSG00000015676,4457,5565,7078,4844,5190,4724,1460,1181,243,976,798,923
ENSG00000016082,49,66,30,290,49,41,16,8,2,240,774,88
ENSG00000016391,694,273,224,172,117,135,18,22,7,38,104,61
ENSG00000016402,0,2,2,2,2,0,0,0,0,4,0,0
ENSG00000016490,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000016602,0,0,0,0,6,0,0,2,0,0,0,0
ENSG00000016864,4304,5555,6320,4043,5109,4410,1007,881,163,763,824,976
ENSG00000017260,6855,11221,12083,10834,9624,8893,1516,1461,312,1876,2760,1680
ENSG00000017427,49,259,120,64,40,69,15,6,0,65,33,41
ENSG00000017483,25,42,52,101,256,116,57,61,4,24,127,40
ENSG00000017797,5631,7489,8870,7170,6649,6193,1376,1211,247,1016,967,1061
ENSG00000018189,6247,8571,8075,5064,5758,5157,962,793,160,634,722,976
ENSG00000018236,155,123,167,130,98,85,20,15,7,37,198,61
ENSG00000018280,8,6,6,8,2,15,4,0,2,0,7,1
ENSG00000018408,6581,8413,10667,5592,7228,6674,1116,939,202,1291,801,965
ENSG00000018510,7443,10305,12724,9215,8199,8150,1299,1158,231,643,634,950
ENSG00000018607,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000018610,1266,1456,1754,1395,1258,1272,296,276,50,235,291,343
ENSG00000018625,278,315,387,718,171,168,72,39,18,24,14,52
ENSG00000018699,1123,1692,2144,1661,1452,1403,325,344,44,258,132,284
ENSG00000018869,425,506,454,383,301,303,77,44,23,62,60,75
ENSG00000019102,14,13,9,38,6,4,0,2,0,1,0,3
ENSG00000019144,8173,12625,12224,10021,9483,7993,2393,1774,393,1492,1581,1752
ENSG00000019169,2,0,1,12,2,3,0,0,0,0,0,0
ENSG00000019186,21,85,14,37,3,25,8,8,5,2939,1759,1839
ENSG00000019485,2009,2159,2276,1365,1331,1576,352,345,58,325,308,305
ENSG00000019505,358,296,456,177,299,152,56,31,14,136,94,106
ENSG00000019549,1261,1678,1696,1826,1409,1164,292,186,26,1048,381,443
ENSG00000019582,450,387,480,325,327,509,73,132,31,284,395,431
ENSG00000019991,14,6,0,0,0,0,0,0,0,0,0,2
ENSG00000019995,4905,5734,6621,4222,4671,4519,785,742,161,642,621,819
ENSG00000020129,2715,3880,4990,3033,3224,2782,879,768,117,497,338,453
ENSG00000020181,8136,11013,14894,8626,13606,12153,4426,3739,715,754,382,1352
ENSG00000020219,8,2,10,2,0,6,0,0,0,0,0,1
ENSG00000020256,1544,1645,2201,1556,1713,1482,385,339,80,237,179,305
ENSG00000020426,944,1107,1333,944,941,827,167,173,29,146,274,214
ENSG00000020577,6046,11362,9876,7116,6425,6191,1106,1142,203,1086,679,1380
ENSG00000020633,1,2,8,5,3,6,0,0,0,0,0,2
ENSG00000020922,2414,2406,2529,1915,1300,1541,207,215,35,184,256,343
ENSG00000021300,1090,663,929,298,442,442,181,158,23,10,43,70
ENSG00000021355,114,84,116,111,88,112,22,19,6,37,155,59
ENSG00000021461,9,4,0,1,0,0,0,0,0,0,0,0
ENSG00000021488,20,19,15,14,16,11,8,4,2,0,0,7
ENSG00000021574,3644,4321,5820,2972,3653,3550,419,439,102,348,599,632
ENSG00000021645,771,853,931,882,1523,1241,211,176,40,292,226,254
ENSG00000021762,1119,1464,1600,1057,1031,759,333,245,49,355,219,326
ENSG00000021776,4973,6441,6733,4925,4066,4304,688,635,164,467,492,664
ENSG00000021826,3425,3818,4214,3239,2404,3048,415,404,102,80,45,206
ENSG00000021852,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000022267,20060,28447,19620,23844,18536,24394,3498,4619,774,824,503,3185
ENSG00000022277,3172,3683,4698,3001,3263,2941,920,775,147,599,703,911
ENSG00000022355,0,8,15,0,2,0,2,0,0,0,0,0
ENSG00000022556,2,2,4,6,8,0,0,0,0,0,2,0
ENSG00000022567,1360,1594,2074,2107,1501,1321,409,313,68,300,199,286
ENSG00000022840,9113,11524,14268,11009,10786,9731,2344,2111,386,1623,1508,1791
ENSG00000022976,996,1306,1180,893,852,748,202,163,22,182,218,193
ENSG00000023041,2202,3244,2545,2013,1844,1514,319,236,76,270,280,495
ENSG00000023171,2340,2823,1782,1123,943,1167,223,249,30,58,34,137
ENSG00000023191,128,193,475,300,201,170,154,230,23,76,150,102
ENSG00000023228,295,331,436,355,330,286,194,156,24,83,150,51
ENSG00000023287,8799,11235,13589,8781,9022,9158,1040,977,194,831,1155,1015
ENSG00000023318,4338,7263,7839,5855,5835,5807,946,1040,228,783,1188,1246
ENSG00000023330,3250,3620,4621,3181,3447,3289,1000,798,166,635,527,716
ENSG00000023445,169,308,444,273,576,585,66,57,13,27,20,52
ENSG00000023516,7739,11245,13065,8593,9143,8813,1138,934,233,527,508,646
ENSG00000023572,2528,2828,3469,2286,2663,2473,348,296,62,303,487,555
ENSG00000023608,952,1069,1198,929,786,821,113,119,21,86,119,122
ENSG00000023697,1396,1801,2080,1769,1428,1384,288,325,36,366,516,364
ENSG00000023734,16897,20782,24237,18351,17782,15764,3614,3147,679,2360,2806,3510
ENSG00000023839,59,40,61,27,19,34,13,6,0,6,10,23
ENSG00000023892,45,48,32,40,27,14,13,2,0,44,71,22
ENSG00000023902,4392,5145,5612,3869,3927,3905,1129,1075,197,911,893,1204
ENSG00000023909,1285,2023,2426,2873,2269,2035,338,291,70,226,263,253
ENSG00000024048,3411,4828,5380,3460,3881,3429,571,502,91,429,516,507
ENSG00000024422,787,1277,2075,6238,4221,2968,1082,760,142,1008,828,479
ENSG00000024526,4272,3832,3014,3788,1061,2062,163,270,32,93,23,312
ENSG00000024862,563,619,792,494,440,494,123,100,22,81,120,136
ENSG00000025039,1080,1715,2369,1251,1318,1381,249,267,47,81,145,112
ENSG00000025156,2662,2848,2759,2023,1913,2001,286,240,55,179,322,393
ENSG00000025293,3593,5127,5964,4884,3963,3890,802,693,142,400,355,493
ENSG00000025423,168,134,113,102,122,163,42,32,13,34,9,26
ENSG00000025434,572,603,796,491,490,538,245,167,56,150,114,102
ENSG00000025708,41,50,43,22,30,35,21,6,1,17,5,11
ENSG00000025770,2320,2457,2498,2037,1546,1830,395,501,89,536,444,800
ENSG00000025772,3134,3793,4550,3692,3498,3230,844,754,140,380,673,589
ENSG00000025796,13249,16843,21379,14182,16154,15167,2841,2462,522,1539,1491,2371
ENSG00000025800,6894,9315,11515,8010,7804,7632,1165,990,207,913,929,1172
ENSG00000026025,255851,309344,444173,181444,261609,274005,66261,65468,12123,23418,20374,52681
ENSG00000026036,236,307,156,168,112,116,24,29,14,40,42,67
ENSG00000026103,2203,3593,3430,3399,3628,3761,624,639,125,291,317,319
ENSG00000026297,390,468,483,503,368,287,101,109,36,89,160,121
ENSG00000026508,682,968,1933,2951,1921,901,315,163,38,243,162,120
ENSG00000026559,835,1570,3474,2233,2660,2312,923,771,150,886,651,444
ENSG00000026652,6326,7946,7631,4936,4732,4469,1011,745,215,521,337,790
ENSG00000026751,2,0,0,8,3,2,0,0,0,0,0,0
ENSG00000026950,444,483,573,123,426,396,78,77,14,28,17,90
ENSG00000027001,909,1035,1456,876,1151,928,281,215,50,198,261,351
ENSG00000027075,184,181,210,179,100,136,22,34,2,160,182,61
ENSG00000027644,65,24,8,11,0,3,0,0,0,2,6,2
ENSG00000027697,2233,4041,3986,3098,3196,3155,693,556,112,716,751,671
ENSG00000027847,1354,2082,2601,1573,1826,1749,612,522,115,389,545,457
ENSG00000027869,31,14,15,20,16,19,10,2,0,0,4,11
ENSG00000028116,1542,1659,1768,1687,1169,1295,222,209,37,277,347,269
ENSG00000028137,6,0,0,5,2,0,0,0,0,2,2,2
ENSG00000028203,6033,9163,10393,8490,8540,6768,1414,1221,277,1254,1002,1181
ENSG00000028277,145,170,168,274,328,150,51,29,4,12,22,20
ENSG00000028310,3052,4769,4729,3792,3340,3033,901,702,149,582,496,729
ENSG00000028528,6493,7955,7954,5700,5344,5656,1248,1179,222,1016,996,1203
ENSG00000028839,2256,2944,3391,2696,2306,2152,338,322,86,351,860,371
ENSG00000029153,1615,3485,4119,2008,2547,2576,342,349,66,225,292,339
ENSG00000029363,20229,24049,25069,19106,15813,16592,2258,2261,498,1774,1497,2625
ENSG00000029364,8116,10535,12626,8112,8527,8866,1943,1931,369,1333,1717,1839
ENSG00000029534,2191,1390,1009,1779,932,971,280,186,50,81,379,69
ENSG00000029559,0,0,0,4,0,0,0,0,0,0,0,0
ENSG00000029639,482,707,870,689,882,711,186,138,25,150,153,157
ENSG00000029725,7420,10406,12221,8380,9003,7745,1496,1431,289,913,790,917
ENSG00000029993,7016,6801,7346,4738,3745,4813,817,964,175,1149,1117,1649
ENSG00000030066,806,447,812,451,295,340,140,125,26,96,45,174
ENSG00000030110,1589,2247,2586,2118,2166,1870,640,458,94,553,473,538
ENSG00000030304,5,0,7,6,2,0,0,0,0,1,2,0
ENSG00000030419,921,1301,1685,1216,1074,926,88,81,16,163,424,177
ENSG00000030582,14986,19186,26982,15285,16281,15227,5056,4264,873,3531,6239,3508
ENSG00000031003,3903,5448,4710,5188,2892,3116,438,355,100,499,296,569
ENSG00000031081,928,1374,2313,1646,2117,1258,456,278,61,697,230,139
ENSG00000031691,839,716,797,608,375,503,45,76,10,30,66,125
ENSG00000031698,11563,17115,22294,18138,19614,17482,5040,4172,907,2370,1563,3160
ENSG00000031823,4026,4756,5174,3858,3538,3727,1117,975,191,921,1013,1106
ENSG00000032219,2556,2891,3045,1793,2043,1744,205,196,36,213,273,276
ENSG00000032389,1615,1729,2248,1567,1544,1509,496,426,70,272,360,359
ENSG00000032444,6960,6328,6786,5343,5185,4938,1504,1583,313,933,842,1122
ENSG00000032742,965,946,1151,790,803,839,140,124,17,108,126,168
ENSG00000033011,1760,2173,2683,1915,2010,1805,514,465,83,318,312,418
ENSG00000033030,2076,2782,2910,2111,2088,1973,398,344,72,337,362,403
ENSG00000033050,1236,1547,1870,1411,1478,1205,264,283,62,166,182,286
ENSG00000033100,6352,10354,11878,8131,9376,7685,2768,2020,347,1867,2200,1896
ENSG00000033122,342,358,384,163,202,177,35,20,4,107,118,105
ENSG00000033170,2379,3464,5156,3663,4558,3439,734,538,115,1253,1196,613
ENSG00000033178,6510,9930,10816,8747,8243,7393,1026,920,167,906,1351,1096
ENSG00000033327,2764,5093,5292,5423,3681,3192,865,769,233,829,650,654
ENSG00000033627,7773,12738,12675,8965,9168,8184,2053,1662,389,1044,952,1141
ENSG00000033800,4667,5285,5189,3264,3300,3059,406,409,104,381,359,612
ENSG00000033867,7877,12110,13691,9954,11163,9316,1207,959,255,491,623,799
ENSG00000034053,238,235,424,118,117,154,69,84,14,19,6,50
ENSG00000034152,1011,1328,1707,1963,1271,1186,343,258,51,266,403,328
ENSG00000034239,9,0,2,6,1,2,0,0,0,0,0,0
ENSG00000034510,36776,48378,62905,47685,46010,46937,14610,13630,2557,13596,24866,19580
ENSG00000034533,503,593,724,482,457,404,114,72,9,115,218,100
ENSG00000034677,3816,5472,5066,3662,3585,3462,513,549,97,841,654,853
ENSG00000034693,1016,1152,1281,850,804,806,144,142,48,100,121,178
ENSG00000034713,4691,6116,7199,4805,5250,5170,1119,1054,200,888,1235,1200
ENSG00000034971,0,0,0,0,2,0,0,0,0,0,0,0
ENSG00000035115,2130,2848,2533,1595,1905,1792,393,298,35,706,1559,856
ENSG00000035141,3664,4181,4503,3271,2928,3096,728,699,133,430,417,746
ENSG00000035403,55930,89501,86126,73383,54731,57625,10899,10985,2088,6493,3649,8902
ENSG00000035499,1774,1350,1100,1086,419,768,67,102,10,46,40,182
ENSG00000035664,62,71,82,54,41,51,6,26,0,23,11,26
ENSG00000035681,3826,3866,4397,2873,2988,2926,601,590,120,455,489,847
ENSG00000035687,10960,10382,10377,4824,5887,9588,1034,1611,232,595,636,1650
ENSG00000035720,0,8,2,0,0,5,0,0,0,0,2,0
ENSG00000035862,24239,30917,42540,26506,31356,27338,6396,5398,1193,2208,2117,3621
ENSG00000035928,6183,6927,8014,5545,4765,5108,750,910,154,546,407,767
ENSG00000036054,2828,4110,4498,3485,3373,3069,483,370,107,391,406,361
ENSG00000036257,10013,10783,12783,10144,9062,8974,1744,1597,359,1111,1257,1653
ENSG00000036448,14,27,31,27,16,15,4,6,0,0,0,2
ENSG00000036473,0,4,0,0,0,0,0,0,0,0,0,0
ENSG00000036530,304,346,317,240,237,129,47,23,2,27,22,28
ENSG00000036549,4130,5359,6545,4138,4278,4278,575,591,110,480,371,534
ENSG00000036565,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000036672,274,342,504,484,468,363,100,91,12,129,161,131
ENSG00000036828,8,2,12,0,0,5,0,2,2,2,0,0
ENSG00000037042,1131,1608,1220,865,972,744,262,187,36,223,316,284
ENSG00000037241,1327,1740,2005,1370,1492,1361,415,275,73,284,411,478
ENSG00000037280,522,777,613,634,330,244,91,55,9,25,10,107
ENSG00000037474,5351,7824,8288,7789,6241,5653,1401,1245,240,1166,1027,1341
ENSG00000037637,3697,4856,5821,3787,4075,4280,856,735,158,356,312,481
ENSG00000037749,4764,6788,7435,5303,5002,5291,622,641,128,424,377,510
ENSG00000037757,966,1171,1226,838,911,793,226,165,34,179,264,172
ENSG00000037897,435,543,750,496,497,438,126,133,20,107,112,106
ENSG00000037965,0,14,0,0,0,0,0,0,0,0,0,0
ENSG00000038002,1109,1204,1369,798,979,1009,222,195,36,164,208,228
ENSG00000038210,1116,1685,1677,1669,1326,1262,186,208,54,394,621,459
ENSG00000038219,10822,13733,14675,10810,9706,10549,1189,1187,198,903,941,1020
ENSG00000038274,4416,4381,4843,2791,2965,3219,609,604,113,539,704,853
ENSG00000038295,6316,9466,8888,3833,5904,7145,1065,1343,237,260,160,853
ENSG00000038358,4100,5983,5931,4298,3776,3660,1041,949,170,859,849,850
ENSG00000038382,20896,52763,51828,46038,44507,39596,9462,7903,1666,5101,3668,5327
ENSG00000038427,17516,35884,42352,30837,32229,19683,4833,2905,672,3018,3727,2828
ENSG00000038532,3386,4953,6205,4279,4560,4394,1030,835,211,655,499,674
ENSG00000038945,6,9,12,75,20,18,10,2,0,2,0,0
ENSG00000039068,12,604,61,2056,80,185,34,56,17,4481,7839,3043
ENSG00000039123,6571,7865,9844,5996,6145,6043,1084,1037,210,971,1271,1092
ENSG00000039139,866,3419,3163,3564,2838,2363,479,403,80,143,167,203
ENSG00000039319,5678,7107,6995,4800,4355,4643,598,644,99,522,661,676
ENSG00000039523,5192,7943,9157,8865,7334,6842,2189,1859,358,1366,1162,1373
ENSG00000039537,4,0,0,0,0,0,0,0,0,0,0,0
ENSG00000039560,22443,34560,38097,21752,25254,27338,4253,4536,909,2275,1452,4078
ENSG00000039600,4,9,6,5,6,4,4,2,2,0,0,0
ENSG00000039650,4225,4929,4955,3446,3329,3038,953,895,166,951,1320,1374
ENSG00000039987,15,8,10,4,5,6,2,5,0,1,2,2
ENSG00000040199,1888,2497,2282,1797,1602,1740,229,249,56,253,304,372
ENSG00000040275,3652,4477,4249,3377,2471,3003,432,502,113,251,178,565
ENSG00000040341,4640,5409,6198,4407,4067,4207,607,538,125,322,408,597
ENSG00000040487,1652,1919,2405,1806,1810,1605,631,466,97,396,633,446
ENSG00000040531,2833,3863,4583,3188,3359,2810,965,690,154,640,1228,835
ENSG00000040608,1821,1601,1659,1448,838,1093,327,337,82,164,191,291
ENSG00000040633,3897,4566,5665,2840,3576,3144,979,893,175,781,749,899
ENSG00000040731,825,1019,770,738,593,632,88,95,20,148,303,95
ENSG00000040933,3508,4370,4855,3644,3526,3241,635,637,129,473,441,471
ENSG00000041353,78,84,80,86,62,30,2,11,2,80,117,28
ENSG00000041357,9164,10398,11603,9008,8711,8173,2048,1917,337,1651,2391,2782
ENSG00000041515,24,16,46,32,36,6,8,3,0,6,6,3
ENSG00000041802,3302,3992,3998,2993,2658,2344,615,532,91,455,347,592
ENSG00000041880,298,396,480,303,414,276,92,87,14,64,96,63
ENSG00000041982,110609,189267,200261,37295,113853,155079,28073,34766,5996,25272,6338,27030
ENSG00000041988,2907,3411,3949,2712,2733,2531,668,595,102,400,527,661
ENSG00000042062,109,98,35,52,42,28,6,5,6,4,8,9
ENSG00000042088,2170,2313,2668,2097,1749,1761,373,340,78,198,183,360
ENSG00000042286,464,489,732,387,542,343,149,108,34,89,169,101
ENSG00000042304,2,0,0,0,0,0,0,0,0,0,0,0
ENSG00000042317,1061,1114,1170,787,842,817,178,146,32,119,169,191
ENSG00000042429,656,882,763,587,521,510,91,73,30,92,92,123
ENSG00000042445,1960,2385,2609,2050,2262,2049,591,509,118,407,542,471
ENSG00000042493,117,128,155,315,136,122,52,26,8,731,1384,376
ENSG00000042753,3218,3408,4823,4727,3851,3382,1407,1173,175,1120,1341,1258
ENSG00000042781,21,27,28,7,15,21,0,2,0,8,0,0
ENSG00000042813,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000042832,69,87,62,31,38,40,8,4,2,10,2,14
ENSG00000042980,6,36,15,43,6,2,3,4,0,90,175,26
ENSG00000043039,8,21,2,14,2,0,0,0,0,151,69,218
ENSG00000043093,3711,4135,4820,3363,3295,3477,379,341,96,333,553,352
ENSG00000043143,982,1456,1592,1338,1235,1246,288,322,31,282,377,279
ENSG00000043355,3117,2633,3622,2882,1544,1065,329,233,69,96,23,175
ENSG00000043462,8,0,0,5,2,0,0,0,0,2,0,0
ENSG00000043514,1647,1957,2119,1206,1426,1310,280,234,59,186,258,338
ENSG00000043591,35,58,51,73,53,54,7,8,1,17,21,45
ENSG00000044012,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000044090,4786,5771,6281,3744,4455,4255,1309,1122,210,1001,1072,928
ENSG00000044115,32904,44269,50349,38382,32912,34367,7376,7576,1456,5971,5808,7253
ENSG00000044446,1668,2114,2088,1612,1684,1566,369,378,80,404,325,455
ENSG00000044459,1313,1274,1430,608,624,688,97,108,12,36,35,137
ENSG00000044524,135,69,93,43,50,39,14,15,0,68,34,47
ENSG00000044574,77250,134085,160875,112225,124741,124706,29410,28782,5589,16539,14939,22699
ENSG00000046604,16825,29046,32201,12169,20836,25452,3686,4181,818,6831,7945,5434
ENSG00000046647,757,869,867,962,1081,982,247,199,34,149,245,351
ENSG00000046651,2834,4212,3911,3887,3688,2990,592,487,109,571,640,697
ENSG00000046653,2225,2023,2110,3032,1589,1540,233,238,47,85,62,248
ENSG00000046774,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000046889,1044,762,691,433,230,297,30,52,4,2,6,35
ENSG00000047056,2201,3246,3301,2431,2334,2133,517,514,108,564,420,495
ENSG00000047188,3046,4156,4114,3094,2806,2619,380,361,110,443,480,561
ENSG00000047230,3339,3763,4342,4410,4387,4512,866,848,205,609,660,917
ENSG00000047249,4440,5462,6377,4036,4587,4313,887,896,214,714,1025,830
ENSG00000047315,14280,20629,23230,17738,15608,14323,2742,2463,460,2213,2326,2405
ENSG00000047346,2729,3429,3403,2176,2283,2175,389,335,69,268,434,274
ENSG00000047365,292,556,774,506,599,599,74,79,13,296,542,205
ENSG00000047410,17855,25153,24190,17549,15309,15064,2308,2248,481,1790,2275,3160
ENSG00000047457,6190,7109,4665,916,1193,6440,167,1005,141,28,120,95
ENSG00000047578,2169,2879,2849,1961,1925,1782,518,414,83,433,292,436
ENSG00000047579,1039,1221,1425,849,908,942,242,224,42,152,264,278
ENSG00000047597,49,35,67,100,32,72,4,6,0,8,2,8
ENSG00000047617,98,67,101,45,56,39,17,12,2,23,37,66
ENSG00000047621,1443,2138,2309,1548,1582,1385,262,224,47,147,137,224
ENSG00000047634,671,878,549,1115,608,528,74,53,28,117,146,174
ENSG00000047644,6052,7905,9576,6395,7109,7706,1362,1254,294,734,706,954
ENSG00000047648,108,91,28,44,39,47,4,2,2,15,19,78
ENSG00000047662,1143,1328,1199,832,647,698,82,64,17,85,68,96
ENSG00000047849,27927,51628,61368,50376,45480,39834,10870,9112,1835,6239,4433,5762
ENSG00000047932,3268,4849,5355,3254,4293,3713,661,588,132,864,891,590
ENSG00000047936,2,2,4,0,4,5,2,0,0,0,0,0
ENSG00000048028,2803,3450,3680,2684,2392,2592,438,417,87,209,223,323
ENSG00000048052,4286,12309,9866,7259,6738,7911,841,1043,183,183,292,321
ENSG00000048140,3510,4565,5635,4252,4076,3952,1245,1140,227,913,806,977
ENSG00000048162,2290,2566,3692,2207,2511,2089,813,665,125,573,617,668
ENSG00000048342,1934,2123,2349,1297,1401,1371,247,259,48,148,248,324
ENSG00000048392,13767,20749,23174,13671,15489,16193,2180,2132,467,776,1326,887
ENSG00000048405,1467,1954,2209,1756,1782,1550,176,209,38,126,183,204
ENSG00000048462,5,5,3,5,6,2,0,0,0,0,0,0
ENSG00000048471,1662,1848,2171,1550,1331,1407,279,266,74,115,94,210
ENSG00000048540,2371,1463,1359,266,351,911,59,114,10,19,6,224
ENSG00000048544,2795,3263,3868,2720,2865,2702,538,526,109,357,433,606
ENSG00000048545,9,4,5,0,2,3,0,0,0,3,4,0
ENSG00000048649,9976,13353,15154,9355,9297,9501,1112,1190,264,968,1000,999
ENSG00000048707,3771,5821,6503,4856,4507,4754,874,786,161,553,434,516
ENSG00000048740,7011,9896,8739,11018,5954,6926,885,947,210,333,552,646
ENSG00000048828,5877,6908,8772,5806,6141,5292,1175,905,207,729,663,916
ENSG00000048991,5397,5733,6675,5016,4612,4666,787,575,145,368,313,585
ENSG00000049089,3383,761,1144,151,313,549,72,151,16,231,144,517
ENSG00000049130,15913,8304,6564,3494,2997,6182,439,867,80,881,1188,2319
ENSG00000049167,1603,1954,2315,1509,1618,1484,201,234,48,117,144,273
ENSG00000049192,1417,3811,2549,2349,1922,1357,295,204,38,886,406,257
ENSG00000049239,4836,6214,8105,4338,5358,5874,993,1030,200,669,575,773
ENSG00000049245,7744,10222,12449,7791,9127,8630,1602,1438,272,1055,1345,1454
ENSG00000049246,1635,965,923,438,384,465,62,74,10,59,54,62
ENSG00000049247,307,169,182,49,56,77,10,14,4,6,5,8
ENSG00000049249,1836,4904,6206,1204,4472,7774,566,881,162,158,42,473
ENSG00000049283,29,16,22,35,6,11,2,0,0,104,283,84
ENSG00000049323,12044,33177,33100,31980,21376,23282,4865,5100,971,2259,2448,1703
ENSG00000049449,18928,24821,29224,20040,22346,21555,4193,3680,810,2333,2312,3334
ENSG00000049540,1843,669,821,644,453,223,143,55,6,40,18,106
ENSG00000049541,1444,1379,1558,1513,757,961,221,214,47,161,140,277
ENSG00000049618,10498,11686,13280,8378,7880,7920,1426,1228,247,844,961,1156
ENSG00000049656,1521,1982,2388,1930,1893,1713,575,456,99,303,440,514
ENSG00000049759,4068,6739,7321,6989,5011,4521,837,735,173,1305,1177,1052
ENSG00000049768,42,59,45,51,36,41,2,18,3,13,21,17
ENSG00000049769,672,608,690,469,565,538,181,171,43,101,114,165
ENSG00000049860,5247,7444,8519,6759,6532,5497,1781,1223,276,1586,1454,1668
ENSG00000049883,696,945,1179,764,853,733,155,82,26,91,64,134
ENSG00000050030,369,225,299,67,130,197,36,34,8,10,4,21
ENSG00000050130,4024,5154,5557,3779,4029,3717,795,784,150,439,537,693
ENSG00000050165,25214,26752,32866,14497,26815,33201,6902,8193,1351,4434,4091,6030
ENSG00000050327,11,8,2,43,22,23,8,6,0,56,72,52
ENSG00000050344,2453,4382,4972,2006,3185,2933,657,565,102,735,820,1247
ENSG00000050393,2866,3891,5042,4370,3542,3680,598,702,143,385,447,557
ENSG00000050405,4693,6004,6690,6767,4805,3876,826,650,177,2925,2408,2047
ENSG00000050426,1926,2220,2162,1237,1309,1267,241,282,72,275,319,303
ENSG00000050438,2382,2480,2888,1569,1549,1640,239,270,78,222,115,198
ENSG00000050555,151,84,84,43,30,26,5,26,2,4,9,15
ENSG00000050628,14,17,12,8,16,8,2,4,2,8,8,21
ENSG00000050730,13,18,14,23,21,17,0,8,0,10,3,2
ENSG00000050748,4365,5457,5735,5075,4235,4211,825,715,183,619,548,725
ENSG00000050767,149,90,136,85,114,93,53,38,11,61,33,65
ENSG00000050820,1544,2424,2548,2741,1907,1718,702,681,97,596,374,593
ENSG00000051009,1515,2793,2312,1834,1792,1437,423,304,77,476,586,697
ENSG00000051108,7699,11814,16647,9345,13399,14163,2858,2895,578,1211,870,1791
ENSG00000051128,1987,1803,2325,1250,1423,1363,681,690,98,640,920,742
ENSG00000051180,672,721,678,806,285,451,72,109,21,83,53,110
ENSG00000051341,1411,1528,1202,1251,384,742,81,101,12,26,10,162
ENSG00000051382,1870,2766,3349,2907,2785,2644,476,436,102,257,305,322
ENSG00000051523,2854,3434,5498,3488,3305,3137,1635,1361,278,1319,4422,1484
ENSG00000051596,2330,2595,2771,2676,1827,1928,562,490,121,500,631,723
ENSG00000051620,1514,1850,2189,1475,1554,1552,446,438,80,899,1918,777
ENSG00000051825,2044,2468,2540,1898,1570,1599,147,171,27,58,57,153
ENSG00000052126,2591,3284,3780,3219,2293,2244,339,335,82,451,453,440
ENSG00000052344,231,386,363,778,384,413,136,116,30,1829,2893,1141
ENSG00000052723,5613,7428,8273,5900,5673,6123,735,772,156,460,523,582
ENSG00000052749,2263,2569,3328,2604,2560,2053,684,533,129,451,288,522
ENSG00000052795,4355,4146,5138,2462,2753,3508,472,524,97,321,474,324
ENSG00000052802,11619,16000,16020,13715,13479,12608,2252,2055,367,1584,1431,1760
ENSG00000052841,9954,11913,14024,8520,8733,8362,1621,1534,325,1016,921,1374
ENSG00000052850,262,67,58,30,22,27,0,4,0,16,0,20
ENSG00000053108,95,32,41,12,12,30,2,6,0,5,2,11
ENSG00000053254,8945,17568,20028,12455,12556,14172,1704,1941,389,1022,794,889
